,name,hours,menu,tag,location,number
126,"
장안정
",오전 10시 - 오후 9시                    ,"{'함박스텍': '9,000원', '매운함박스텍': '9,000원', '돈가스': '9,000원', '매운돈가스': '9,000원', '생선가스': '9,000원', '냉면': '7,000원', '정식': '12,000원', '곱빼기 (함박.돈까스.생선)': '12,000원', '치즈돈까스': '10,000원', '새우까스': '10,000원', '치즈함박스텍': '10,000원', '냉면세트': '10,000원', '설농탕': '10,000원', '새우튀김': '11,000원'}","{'점심식사': 19, '저녁식사': 9, '혼밥': 6, '가족외식': 3, '아침식사': 1, '배달': 1, '아이동반': 1, '식사모임': 1, '남자들끼리': 1, '서민적인': 10, '캐주얼한': 7, '시끌벅적한': 6, '가성비좋은': 5, '푸짐한': 3, '지역주민이 찾는': 2, '숨은맛집': 1, '지역주민이찾는': 1, '깔끔한': 1, '규모가큰': 1, '무료주차': 18, '발렛주차': 3}",서울특별시 동대문구 장안동 308-9,02-2246-6574
127,"
청량리할머니냉면
",오전 10시 - 오후 9시 30분                    ,"{'냉면': '6,000원', '냉면곱배기': '7,000원', '면사리': '3,000원', '삶은계란2개': '1,000원'}","{'점심식사': 22, '혼밥': 14, '저녁식사': 12, '데이트': 6, '간식': 4, '아침식사': 2, '식사모임': 2, '가족외식': 2, '포장': 1, '매운맛으로불살라보고싶을때': 1, '기념일': 1, '물 많이 마시고싶을때': 1, '회식': 1, '서민적인': 20, '가성비좋은': 12, '시끌벅적한': 10, '푸짐한': 9, '지역주민이 찾는': 6, '캐주얼한': 5, '지역주민이찾는': 5, '숨은맛집': 4, '허름한': 1, '시장통느낌': 1, '주차불가': 2, '무료주차': 1, '주말 무료주차': 1, '현장대기필요': 1, '개별룸': 1, '주차알아서눈치껏': 1}",서울특별시 동대문구 제기동 470,02-963-5362
128,"
은하곱창
",오전 11시 - 오후 9시 30분                    ,"{'돼지곱창전골 (소)': '30,000원', '돼지곱창전골(중)': '35,000원', '돼지곱창전골(대)': '40,000원', '잔치국수': '5,000원', '비빔국수': '5,000원', '모밀국수': '5,000원', '열무국수(여름)': '5,000원', '볶음밥': '2,000원', '오징어볶음': '10,000원'}","{'저녁식사': 23, '술모임': 16, '점심식사': 11, '식사모임': 9, '가족외식': 5, '회식': 5, '데이트': 4, '아이동반': 1, '포장': 1, '기념일': 1, '서민적인': 19, '시끌벅적한': 15, '푸짐한': 11, '가성비좋은': 8, '숨은맛집': 5, '지역주민이 찾는': 4, '지역주민이찾는': 4, '허름한': 3, '캐주얼한': 3, '빈티지': 1, '중년이상이많은': 1, '이국적/이색적': 1, '아담한': 1, '오래된집': 1, '젊은사람이많은': 1, '토속적인': 1, '깔끔한': 1, '규모가큰': 1, '주차불가': 2, '배달': 1}",서울특별시 동대문구 전농동 295-48,02-2247-0254
129,"
혜성칼국수
",오전 10시 30분 - 오후 9시                    ,"{'칼국수': '9,000원'}","{'점심식사': 22, '저녁식사': 10, '혼밥': 9, '가족외식': 7, '식사모임': 3, '아침식사': 2, '데이트': 2, '아이동반': 2, '청량리': 1, '혼술': 1, '후식': 1, '배달': 3, '칼국수': 1, '간식': 1, '서민적인': 19, '푸짐한': 10, '지역주민이찾는': 9, '시끌벅적한': 6, '캐주얼한': 6, '가성비좋은': 5, '지역주민이 찾는': 5, '숨은맛집': 5, '깔끔한': 2, '토속적인': 1, '오래된': 1, '좌식': 2, '현장대기필요': 1, '포장가능': 1, '개별룸': 1}",서울시 동대문구 청량리동 50-18,02-967-6918
130,"
광주식당
",오전 6시 - 오후 9시                    ,"{'청국장': '8,000원', '된장찌개': '8,000원', '김치찌개': '8,000원', '순두부': '8,000원', '동태찌개': '8,000원', '조기찌개': '8,000원', '갈치조림': '18,000원', '제육볶음': '12,000원', '오징어볶음': '12,000원'}","{'점심식사': 19, '저녁식사': 10, '혼밥': 9, '아침식사': 6, '식사모임': 6, '술모임': 4, '가족외식': 3, '데이트': 2, '실버푸드': 2, '남자끼리': 2, '아이동반': 1, '여자끼리': 1, '혼술': 1, '간식': 1, '서민적인': 19, '시끌벅적한': 10, '가성비좋은': 9, '푸짐한': 7, '숨은맛집': 6, '지역주민이찾는': 5, '캐주얼한': 3, '오래된집': 2, '지역주민이 찾는': 2, '아담한': 2, '중년이상이많은': 2, '허름한': 2, '깔끔한': 1, '토속적인': 1, '이국적/이색적': 1, '주차불가': 3, '좌식': 2}",서울특별시 동대문구 청량리동 773,02-969-4403
131,"
영화장
",오전 11시 - 오후 9시 30분                    ,"{'짜장면': '5,500원', '삼선짬뽕': '9,000원', '볶음밥': '7,000원', '삼선백짬뽕': '9,000원', '탕수육': '22,000원', '굴짬뽕': '9,000원', '고추삼선짬뽕': '10,500원', '삼선간짜장': '8,500원', '삼선우동': '9,500원', '고추삼선간짜장': '9,000원'}","{'점심식사': 18, '저녁식사': 13, '가족외식': 8, '식사모임': 8, '회식': 5, '술모임': 4, '데이트': 4, '혼밥': 3, '기념일': 2, '실버푸드': 1, '모임': 1, '남자끼리': 1, '혼술': 1, '접대': 1, '서민적인': 12, '지역주민이 찾는': 5, '시끌벅적한': 5, '숨은맛집': 4, '지역주민이찾는': 3, '캐주얼한': 3, '푸짐한': 3, '가성비좋은': 2, '조용한': 2, '경관/야경이좋은': 1, '고급스러운': 1, '오래된, 아담한': 1, '이국적/이색적': 1, '깔끔한': 1, '오래된집': 1, '개별룸': 4, '대형룸': 3, '주차불가': 2, '야외좌석': 1, '2층': 1}",서울특별시 동대문구 이문동 288-23,02-967-9595
132,"
성천 막국수
",오전 11시 30분 - 오후 9시                    ,"{'제육': '12,000원', '물막국수': '7,000원', '비빔막국수': '7,000원', '물막국수+제육': '10,000원', '비빔막국수정식': '10,000원', '제육반접시': '6,000원'}","{'혼밥': 12, '점심식사': 12, '저녁식사': 6, '가족외식': 5, '혼술': 4, '식사모임': 4, '데이트': 3, '술모임': 2, '간식': 1, '서민적인': 13, '가성비좋은': 9, '시끌벅적한': 6, '숨은맛집': 6, '지역주민이 찾는': 5, '지역주민이찾는': 5, '캐주얼한': 2, '깔끔한': 2, '푸짐한': 1, '무료주차': 4, '주차불가': 2, '현장대기필요': 1, '무료주차30분': 1}",서울시 동대문구 답십리동 33-28,02-2244-5529
133,"
평양냉면
",오전 10시 - 오후 10시                    ,"{'물냉면': '10,000원', '비빔냉면': '10,000원', '온면': '10,000원', '평양만두': '10,000원', '만두국': '9,000원', '녹두지짐': '10,000원', '회냉면': '12,000원', '소고기 육개장': '9,000원', '홍어회 무침': '10,000원', '돼지수육': '10,000원', '소수육': '15,000원'}","{'점심식사': 11, '혼밥': 9, '저녁식사': 8, '가족외식': 4, '혼술': 3, '식사모임': 3, '술모임': 3, '데이트': 3, '남자끼리': 1, '회식': 1, '여자끼리': 1, '아이동반': 1, '기념일': 1, '서민적인': 8, '숨은맛집': 6, '가성비좋은': 6, '깔끔한': 3, '캐주얼한': 3, '지역주민이찾는': 2, '지역주민이 찾는': 2, '허름한': 1, '오래된집': 1, '토속적인': 1, '시끌벅적한': 1, '푸짐한': 1, '복고풍': 1, '아담한': 1, '주차불가': 2, '개별룸': 1, '근처 공영주차장 이용 무료주차는 불가': 1, '유료주차': 1, '좌식': 1}",서울특별시 동대문구 청량리동 296,02-965-8254
134,"
홍릉각
",오전 11시 30분 - 오후 3시 30분                    ,"{'육미짜장': '7,700원', '육미간짜장': '8,800원', '굴우동': '6,600원', '굴짬뽕': '7,700원', '쟁반짜장': '9,900원', '삼선간짜장': '12,000원', '삼선짬뽕': '15,000원', '짜장밥': '8,800원', '양장피': '30,000원', '탕수육': '20,000원', '고기튀김': '20,000원', '잡채': '20,000원', '깐풍육': '20,000원', '라조육': '20,000원', '깐풍기': '20,000원', '라조기': '20,000원', '깐쇼새우': '35,000원', '깐풍새우': '35,000원', '팔보채': '50,000원', '전가복': '120,000원', '잡채밥': '8,800원', '굴짬뽕밥': '8,800원', '특면': '8,800원', '특밥': '8,800원', '잡탕밥': '20,000원', '깐쇼기': '25,000원', '깐쇼육': '23,000원'}","{'점심식사': 8, '저녁식사': 6, '혼밥': 5, '가족외식': 4, '데이트': 4, '식사모임': 1, '기념일': 1, '아이동반': 1, '실버푸드': 1, '서민적인': 5, '숨은맛집': 4, '가성비좋은': 3, '캐주얼한': 3, '이국적/이색적': 2, '지역주민이 찾는': 2, '푸짐한': 2, '시끌벅적한': 2, '지역주민이찾는': 2, '주차불가': 1}",서울특별시 동대문구 제기동 838,02-969-7787
135,"
감초식당
",오전 11시 - 오후 10시                    ,"{'돼지불갈비 1인분 (2인이상)': '15,000원', '삼치구이': '10,000원', '고등어구이': '10,000원', '공기밥': '1,000원'}","{'저녁식사': 7, '술모임': 7, '점심식사': 5, '가족외식': 4, '식사모임': 2, '혼밥': 1, '아침식사': 1, '배달': 1, '혼술': 1, '회식': 1, '서민적인': 7, '캐주얼한': 5, '지역주민이찾는': 4, '가성비좋은': 4, '푸짐한': 3, '시끌벅적한': 2, '숨은맛집': 1, '이국적/이색적': 1, '깔끔한': 1, '조용한': 1, '지역주민이 찾는': 1, '주차불가': 1}",서울특별시 동대문구 제기동 892-12,02-962-4570
136,"
와가리피순대 본점
",오전 9시 30분 - 오후 10시 30분                    ,"{'순대모듬 대': '28,000원', '오소리순대국 소': '9,000원', '오소리순대국 대': '10,000원', '순대전골 중': '30,000원', '순대전골 대': '35,000원', '한우 소머리국 소': '10,000원', '순대술국': '17,000원', '소머리술국': '19,000원', '돼지머리수육': '23,000원', '한우소머리수육': '40,000원', '도가니수육': '40,000원', '도가니탕': '15,000원', '낙지볶음': '30,000원', '한우소머리국 대': '11,000원', '순대모듬 작은': '23,000원'}","{'점심식사': 5, '혼밥': 5, '저녁식사': 5, '가족외식': 5, '식사모임': 3, '술모임': 2, '회식': 2, '혼술': 2, '간식': 1, '실버푸드': 1, '서민적인': 6, '지역주민이찾는': 3, '푸짐한': 2, '시끌벅적한': 1}",서울특별시 동대문구 용두동 233-20,02-927-5477
137,"
용마해장국
",오전 10시 - 오후 8시                    ,"{'해장국': '8,000원', '고추장아찌': '3,000원'}","{'점심식사': 15, '저녁식사': 10, '혼밥': 4, '혼술': 3, '가족외식': 2, '식사모임': 2, '실버푸드': 2, '술모임': 1, '데이트': 1, '아침식사': 1, '포장': 1, '서민적인': 13, '가성비좋은': 7, '지역주민이찾는': 7, '푸짐한': 6, '숨은맛집': 6, '시끌벅적한': 3, '3대천왕': 1, '지역주민이 찾는': 1, '백종원맛집': 1, '아담한': 1, '오래된집': 1, '주차불가': 5, '야외좌석': 2, '개별룸': 1}",서울특별시 중랑구 망우동 407-28,02-2209-5938
138,"
임현숙의이화김치찌개
",오전 7시 - 오후 10시                    ,"{'김치찌개': '10,000원', '햄사리': '9,000원', '라면사리': '1,000원', '주물럭 小': '35,000원', '두부사리': '1,000원', '고기사리': '9,000원', '삼겹살/목살 150g': '14,000원', '주물럭 대': '45,000원'}","{'점심식사': 9, '저녁식사': 8, '아침식사': 7, '혼밥': 6, '식사모임': 5, '술모임': 4, '혼술': 3, '데이트': 2, '회식': 1, '다이어트식단': 1, '서민적인': 8, '숨은맛집': 4, '푸짐한': 4, '시끌벅적한': 3, '캐주얼한': 3, '지역주민이찾는': 2, '지역주민이 찾는': 2, '이국적/이색적': 1, '가성비좋은': 1, '무료주차': 10}",서울시 중랑구 중화동 330-81,02-432-4320
139,"
안동반점
",오전 11시 - 오후 5시                    ,"{'짜장면': '6,000원', '짬뽕': '7,000원', '우동': '7,000원', '볶음밥': '7,000원', '잡채밥': '8,000원', '탕수육 소': '14,000원', '탕수육 중': '19,000원', '탕수육 대': '28,000원', '삼선볶음밥': '12,000원', '삼선짬뽕': '12,000원', '삼선우동': '12,000원', '잡탕밥': '15,000원', '군만두': '5,000원', '삼선짜장': '12,000원', '물만두': '5,000원', '고기튀김 소': '14,000원', '고기튀김 중': '19,000원', '고기튀김 대': '28,000원', '잡채 소': '14,000원', '잡채 중': '19,000원', '잡채 대': '28,000원', '양장피 소': '22,000원', '양장피 중': '27,000원', '양장피 대': '35,000원', '깐풍기 소': '22,000원', '깐풍기 중': '27,000원', '깐풍기 대': '35,000원', '라조기 소': '22,000원', '라조기 중': '27,000원', '라조기 대': '35,000원', '난자완스 소': '22,000원', '난자완스 중': '27,000원', '난자완스 대': '35,000원', '팔보채 소': '25,000원', '팔보채 중': '35,000원', '팔보채 대': '45,000원', '류산슬 소': '25,000원', '류산슬 중': '35,000원', '류산슬 대': '45,000원', '새우튀김 중': '35,000원', '새우튀김 대': '45,000원', '멘보사/예약, 하루전': '35,000원', '짜춘결/예약,하루전': '35,000원'}","{'점심식사': 11, '저녁식사': 8, '혼밥': 6, '식사모임': 5, '회식': 4, '술모임': 3, '가족외식': 3, '데이트': 3, '보문동맛집': 1, '남자끼리': 1, '중국집맛집': 1, '접대': 1, '성북구맛집': 1, '서민적인': 8, '캐주얼한': 6, '푸짐한': 5, '지역주민이찾는': 5, '숨은맛집': 4, '가성비좋은': 4, '허름한': 2, '오래된집': 2, '시끌벅적한': 1, '줄서서먹는': 1, '지역주민이 찾는': 1, '이국적/이색적': 1, '깔끔한': 1, '주차불가': 3, '개별룸': 1, '배달': 1, '현장대기필요': 1}",서울특별시 성북구 보문동1가 53,02-923-4448
140,"
옛날 중국집
",오전 11시 - 오후 9시                    ,"{'짜장면': '5,500원', '간짜장': '6,500원', '짬뽕': '6,500원', '짜장밥': '6,500원', '볶음밥': '7,000원', '오무라이스': '7,500원', '냉콩국수': '7,500원', '탕수육': '22,000원', '우동': '8,000원', '울면': '8,500원', '쟁반짜장': '9,000원', '삼선짜장': '8,000원', '삼선짬뽕': '8,000원', '백삼선짬뽕': '10,000원', '짬짜면': '9,000원', '짬뽕밥': '7,000원', '미니탕수육': '16,000원', '삼선볶음밥': '9,500원', '잡채밥': '8,000원', '잡탕밥': '15,000원', '물만두': '5,500원', '군만두': '5,500원', '짬뽕탕': '10,000원', '고기튀김': '21,000원', '잡탕': '33,000원', '깐풍기': '30,000원', '양장피': '30,000원', '깐소새우': '33,000원', '해삼탕': '55,000원'}","{'점심식사': 10, '저녁식사': 9, '가족외식': 5, '혼밥': 4, '데이트': 2, '술모임': 2, '식사모임': 2, '노포중국집': 1, '아이동반': 1, '성북동맛집': 1, '오래된중국집': 1, '서민적인': 10, '숨은맛집': 3, '캐주얼한': 2, '지역주민이찾는': 2, '허름한': 2, '오래된집': 2, '지역주민이 찾는': 1, '가성비좋은': 1, '푸짐한': 1, '배달': 3, '주차불가': 1}",서울특별시 성북구 성북동 184-2,02-764-0094
141,"
동우설렁탕
",오전 10시 - 오후 9시                    ,"{'설렁탕': '9,000원', '모둠수육 소': '28,000원', '모둠수육 대': '38,000원', '도가니수육': '38,000원', '접시수육': '13,000원'}","{'점심식사': 9, '저녁식사': 7, '혼밥': 4, '식사모임': 2, '가족외식': 2, '술모임': 2, '회식': 1, '실버푸드': 1, '아이동반': 1, '혼술': 1, '아침식사': 1, '서민적인': 7, '푸짐한': 7, '가성비좋은': 4, '지역주민이 찾는': 3, '시끌벅적한': 3, '캐주얼한': 3, '지역주민이찾는': 2, '깔끔한': 2, '숨은맛집': 1, '무료주차': 6, '대형룸': 1}",서울시 성북구 안암동5가 15-25,02-926-5243
142,"
기차순댓국
",오전 9시 - 오후 10시                    ,"{'순대국': '8,000원', '순댓국밥': '8,000원', '내장탕': '9,000원', '머리고기수육(중)': '12,000원', '백순대(중)': '18,000원', '술국 중': '18,000원', '백순대 중': '18,000원', '모듬수육 중': '18,000원', '모듬수육 대': '23,000원', '순대전골 중': '30,000원', '순대전골 대': '35,000원', '부추전': '7,000원'}","{'저녁식사': 5, '술모임': 2, '가족외식': 2, '점심식사': 2, '아침식사': 2, '혼밥': 1, '실버푸드': 1, '혼술': 1, '식사모임': 1, '서민적인': 3, '오래된집': 2, '숨은맛집': 2, '푸짐한': 2, '가성비좋은': 2, '지역주민이찾는': 1, '지역주민이 찾는': 1, '허름한': 1, '토속적인': 1, '시끌벅적한': 1, '무료주차': 1, '좌식': 1, '24시간영업': 1, '주차불가': 1}",서울특별시 성북구 정릉동 398-9,02-914-9316
143,"
국시집
",오전 11시 30분 - 오후 9시                    ,"{'국시': '11,000원', '국시 곱빼기': '13,000원', '전 (소)': '17,000원', '전 (대)': '28,000원', '문어 (소)': '17,000원', '문어 (대)': '28,000원', '수육 대': '38,000원', '수육 소': '20,000원', '쑥 콩국수(하절기)': '10,000원'}","{'점심식사': 6, '저녁식사': 5, '가족외식': 3, '혼밥': 1, '아이동반': 1, '식사모임': 1, '데이트': 1, '접대': 1, '서민적인': 3, '깔끔한': 2, '숨은맛집': 1, '아담한': 1, '캐주얼한': 1, '고급스러운': 1, '규모가큰': 1, '조용한': 1, '지역주민이 찾는': 1, '중년이상이많은': 1, '지역주민이찾는': 1, '오래된집': 1, '가게앞에 잠시 주차가능': 1, '무료주차': 1, '발렛주차': 1}",서울시 성북구 성북동1가 9,02-762-1924
144,"
응담말
",오후 1시 - 자정 12시                    ,"{'소갈비살': '15,000원', '소안창살': '15,000원', '우삼겹살': '13,000원', '소금구이': '12,000원', '삼겹살': '12,000원', '뚝배기밥': '4,000원', '냉면': '4,000원'}","{'저녁식사': 4, '식사모임': 4, '술모임': 3, '회식': 3, '데이트': 2, '가족외식': 1, '서민적인': 5, '시끌벅적한': 3, '숨은맛집': 1, '캐주얼한': 1, '지역주민이찾는': 1, '가성비좋은': 1, '무료주차': 2, '대형룸': 1}",서울특별시 성북구 동선동1가 92-21,02-926-6762
145,"
성북동 돼지갈비집
",오전 8시 - 오후 9시                    ,"{'돼지불고기백반': '9,000원', '떡갈비백반': '9,000원', '반반백반(불고기+떡갈비)': '9,000원', '돼지갈비백반': '9,500원', '아버지냉면': '7,000원'}","{'점심식사': 8, '저녁식사': 4, '혼밥': 2, '식사모임': 1, '가족외식': 1, '혼술': 1, '데이트': 1, '서민적인': 6, '깔끔한': 2, '지역주민이 찾는': 2, '시끌벅적한': 2, '가성비좋은': 1, '규모가큰': 1, '캐주얼한': 1, '숨은맛집': 1, '무료주차': 7, '발렛주차': 2}",서울시 성북구 성북동 114-2,02-764-2420
146,"
다래함박스텍
",오전 10시 - 오후 9시                    ,"{'함박스텍': '5,500원', '돈까스': '5,500원', '생선까스': '6,000원', '매운함박스텍': '6,000원', '매운돈까스': '6,000원'}","{'저녁식사': 17, '점심식사': 17, '혼밥': 8, '가족외식': 4, '데이트': 3, '남자끼리': 2, '간식': 1, '배달': 1, '식사모임': 1, '실버푸드': 1, '5500': 1, '여자끼리': 1, '아이동반': 1, '서민적인': 20, '가성비좋은': 13, '지역주민이 찾는': 7, '시끌벅적한': 5, '푸짐한': 4, '숨은맛집': 3, '지역주민이찾는': 2, '깔끔한': 1, '가성비': 1, '오래된집': 1, '캐주얼한': 1, '빈티지': 1, '무료주차': 5, '주차불가': 1, '가게앞에': 1, '좌식': 1, '기사식당앞공유쥬차': 1}",서울특별시 강북구 수유동 56-45,02-2241-7558
147,"
황주집
",정오 12시 - 오후 11시                    ,"{'순곱창 2인분': '42,000원', '양/곱창 2인분': '42,000원', '곱창/대창 2인분': '42,000원', '곱창/염통 2인분': '36,000원', '볶음밥': '2,000원', '대창 2인분': '42,000원', '염통 2인분': '30,000원', '양깃머리 2인분': '42,000원', '검은양 2인분': '36,000원', '간/천엽 2인분': '7,000원'}","{'저녁식사': 13, '술모임': 7, '데이트': 3, '점심식사': 3, '회식': 1, '식사모임': 1, '남자끼리': 1, '서민적인': 11, '시끌벅적한': 9, '허름한': 3, '숨은맛집': 3, '오래된집': 3, '지역주민이 찾는': 3, '가성비좋은': 2, '캐주얼한': 1, '지역주민이찾는': 1, '대형룸': 2, '현장대기필요': 2, '주차불가': 2}",서울특별시 강북구 번동 463-45 단충,02-903-6275
148,"
원조할매곱창
",오후 1시 - 오전 6시                    ,"{'열날개': '8,000원', '열닭발': '8,000원', '뼈없는 닭발': '15,000원', '닭똥집(1접시)': '14,000원', '순살불닭(1접시)': '16,000원', '오돌뼈(1접시)': '14,000원', '닭도리탕 중': '18,000원', '닭도리탕 대': '28,000원'}","{'저녁식사': 8, '술모임': 7, '회식': 3, '점심식사': 1, '가족외식': 1, '모임': 1, '식사모임': 1, '간식': 1, '서민적인': 8, '시끌벅적한': 4, '지역주민이찾는': 3, '지역주민이 찾는': 3, '캐주얼한': 2, '가성비좋은': 2, '푸짐한': 1, '치킨집과같이함': 1, '배달': 1}",서울특별시 강북구 미아동 55-46,02-989-0878
149,"
무수옥
","오전 10시 - 오후 9시                                            (광복절)
","{'한우암소생등심 180g': '48,000원', '한우암소육회비빔밥': '11,000원', '한우암소설렁탕': '11,000원', '한우암소 내장탕(수, 목요일)': '11,000원', '한우암소수육': '30,000원', '한우암소육회': '30,000원'}","{'점심식사': 19, '저녁식사': 11, '가족외식': 8, '혼밥': 7, '술모임': 5, '식사모임': 4, '회식': 3, '아침식사': 3, '접대': 2, '데이트': 2, '실버푸드': 1, '아이동반': 1, '기념일': 1, '다이어트식단': 1, '서민적인': 19, '시끌벅적한': 6, '지역주민이 찾는': 6, '숨은맛집': 5, '캐주얼한': 4, '지역주민이찾는': 3, '오래된집': 2, '가성비좋은': 2, '푸짐한': 1, '빈티지': 1, '무료주차': 9, '개별룸': 2, '현장대기필요': 1}",서울특별시 도봉구 도봉동 600-4,02-954-6292
150,"
삼오곱창
",오전 11시 30분 - 오후 11시                    ,"{'소곱창(250g)국내산 한우,육우': '17,000원', '소곱창 전골(소)': '29,000원', '모듬구이(250g) 국내산 한우,육우': '17,000원', '대창(250g) 국내산 한우,육우': '17,000원', '막창(250g) 국내산 한우,육우': '17,000원', '양(250g) 국내산 한우,육우': '17,000원', '염통(250g) 국내산 한우,육우': '14,000원', '소곱창 전골(중)': '34,000원', '소곱창 전골(대)': '38,000원', '육회(250g) 한우': '23,000원', '간,천엽 국내산 한우,육우': '10,000원'}","{'저녁식사': 12, '술모임': 8, '가족외식': 4, '식사모임': 4, '회식': 3, '데이트': 1, '배달': 1, '시끌벅적한': 9, '서민적인': 7, '캐주얼한': 2, '지역주민이 찾는': 2, '허름한': 1, '지역주민이찾는': 1, '숨은맛집': 1, '푸짐한': 1, '오래된집': 1, '가성비좋은': 1, '흡연실': 2, '대형룸': 1}",서울특별시 도봉구 도봉동 596-23,02-954-1916
151,"
돈까스먹는용만이
",오전 10시 30분 - 오후 8시                    ,"{'돈까스': '9,000원', '듀얼돈까스': '9,500원', '핫돈까스': '10,000원', '치킨듀얼': '9,500원', '칠리돈까스': '10,000원', '쵸코롤까스': '11,000원', '까르보돈까스': '11,000원', '칠리마늘돈까스': '11,000원', '해물hot돈까스': '11,000원', '비프크림카레': '11,000원', '고구마치즈hot': '12,500원', '눈꽃치즈hot': '11,500원', '생선까스': '9,500원', '사누끼우동': '4,500원', '어묵우동': '5,500원', '김치우동': '5,500원', '해물우동': '5,500원', '치즈미트그라탕': '9,000원', '왕돈까스': '9,000원', '치킨까스': '9,000원', '반반까스': '10,000원', '히레까스': '11,000원', '데리야끼돈까스': '10,000원', '특생선': '13,500원', '로즈돈까스': '11,000원', '슬라이스치즈돈까스': '10,500원', '모짜렐라치즈돈까스': '10,500원', '고구마치즈돈까스': '11,500원', '초코롤까스': '11,000원', '눈꽃치즈칠리': '11,500원', '눈꽃치즈HOT': '11,500원', '슬라이스치즈HOT': '11,500원', '모짜렐라치즈HOT': '11,500원', '고구마치즈HOT': '12,500원', '비프크림카레돈까스': '11,000원', '해물크림카레돈까스': '11,000원', '미트스파게티': '7,000원', '치즈스파게티': '8,000원'}","{'점심식사': 15, '저녁식사': 11, '혼밥': 8, '데이트': 7, '가족외식': 6, '식사모임': 4, '친구들이랑 식사': 1, '아침식사': 1, '아이동반': 1, '서민적인': 18, '가성비좋은': 8, '지역주민이 찾는': 6, '숨은맛집': 5, '시끌벅적한': 4, '캐주얼한': 4, '푸짐한': 4, '지역주민이찾는': 1, '깔끔한': 1, '주차불가': 2, '대형룸': 1, '무료주차': 1}",서울특별시 노원구 중계4동 140-42,02-931-8870
152,"
원조두꺼비집불오징어
",정오 12시 - 오후 10시 30분                    ,"{'불오징어': '18,000원', '오징어+삼겹살': '26,000원', '돼지곱창': '18,000원'}","{'저녁식사': 12, '술모임': 11, '점심식사': 7, '데이트': 5, '식사모임': 4, '가족외식': 3, '회식': 1, '간식': 1, '서민적인': 14, '시끌벅적한': 12, '캐주얼한': 6, '숨은맛집': 6, '지역주민이찾는': 4, '가성비좋은': 3, '지역주민이 찾는': 3, '푸짐한': 2, '주차불가': 3, '야외좌석': 1, '주차 어려움': 1}",서울시 은평구 대조동 185-34,02-355-3130
153,"
역촌왕돈까스
",오전 10시 30분 - 오후 9시 30분                    ,"{'돈까스': '12,000원', '생선까스': '12,000원', '역촌정식': '13,000원', '공기밥': '1,000원'}","{'점심식사': 8, '저녁식사': 6, '혼밥': 3, '가족외식': 3, '아침식사': 2, '데이트': 2, '식사모임': 2, '간단한 식사': 1, '혼술': 1, '아이동반': 1, '푸짐한': 7, '서민적인': 6, '지역주민이 찾는': 3, '가성비좋은': 3, '시끌벅적한': 2, '캐주얼한': 2, '지역주민이찾는': 1, '깔끔한': 1, '숨은맛집': 1, '무료주차': 6, '2층': 1, '룸': 1}",서울특별시 은평구 대조동 43-7,02-355-2777
154,"
미스터서왕만두 이대점
",오전 11시 - 오후 9시                    ,"{'소룡포': '6,000원', '찐만두': '5,500원', '군만두': '6,500원', '새우만두': '7,500원', '해물탕': '7,500원'}","{'점심식사': 24, '저녁식사': 18, '혼밥': 10, '간식': 8, '데이트': 4, '가족외식': 4, '아침식사': 2, '아이동반': 2, '술모임': 1, '식사모임': 1, '야식': 1, '배달': 1, '서민적인': 19, '가성비좋은': 15, '캐주얼한': 9, '이국적/이색적': 5, '푸짐한': 3, '지역주민이 찾는': 3, '숨은맛집': 2, '조용한': 2, '지역주민이찾는': 2, '시끌벅적한': 2, '아담한': 1, '육즙': 1, '허름한': 1, '깔끔한': 1, '젊은사람이많은': 1, '현장대기필요': 1, '예약주문': 1}",서울특별시 서대문구 대현동 27-20,02-312-8869
155,"
신촌황소곱창
",오후 2시 - 오전 2시                    ,"{'황소곱창': '16,000원', '대창': '17,000원', '막창': '17,000원', '생모듬': '40,000원', '염통': '16,000원'}","{'저녁식사': 20, '술모임': 17, '데이트': 10, '회식': 7, '식사모임': 6, '점심식사': 3, '야식': 2, '가족외식': 2, '남자끼리': 1, '시끌벅적한': 19, '서민적인': 18, '캐주얼한': 5, '푸짐한': 3, '지역주민이 찾는': 3, '가성비좋은': 3, '지역주민이찾는': 2, '더러움': 1, '토속적인': 1, '냄새나는': 1, '숨은맛집': 1, '오래된집': 1, '허름함': 1, '젊은사람이많은': 1, '허름한': 1, '야외좌석': 2, '주차불가': 1}",서울특별시 서대문구 창천동 52-148,02-337-2640
156,"
신촌수제비
",오전 10시 - 오후 9시                    ,"{'수제비': '4,000원', '김밥': '2,000원'}","{'점심식사': 11, '혼밥': 8, '저녁식사': 5, '데이트': 3, '아이동반': 1, '가족외식': 1, '간식': 1, '서민적인': 11, '가성비좋은': 9, '시끌벅적한': 6, '지역주민이찾는': 4, '푸짐한': 4, '숨은맛집': 2, '캐주얼한': 2, '깔끔한': 2, '지역주민이 찾는': 2, '이국적/이색적': 1, '노포': 1, '주차불가': 3, '야외좌석': 1, '포장가능': 1}",서울특별시 서대문구 창천동 30-10,02-334-9252
