,resto_age,thumbnail,address,resto_name,sectors,location_x,location_y,phone_number,menu1,menu2,tag
359,notf,https://d12zq4w4guyljn.cloudfront.net/20220807034710_photo1_69c7f5c7e9c7.jpg,서울특별시 성북구 동소문동5가 8,"
이보상의 황칠족발
",notf,127.013797776883,37.591759073737,02-921-9997,반반족발 대 (메밀비빔막국수포함),황칠족발 대 (메밀 비빔막국수포함),"{'가족외식': 5, '저녁식사': 4, '회식': 4, '술모임': 4, '데이트': 2, '점심식사': 2, '기념일': 1, '식사모임': 1, '푸짐한': 4, '서민적인': 3, '시끌벅적한': 3, '숨은맛집': 2, '가성비좋은': 2, '깔끔한': 1, '조용한': 1, '지역주민이 찾는': 1, '편하게 대해 주시는 사장님과 직원분들': 1, '배달': 3, '가위바위보 이벤트': 1, '대형룸': 1}"
360,notf,https://d12zq4w4guyljn.cloudfront.net/20210727122323_photo1_f7c1425b9393.jpg,서울특별시 성북구 동선동1가 3-5,"
등마루
",notf,127.017289334255,37.5919702569768,02-929-5151,닭한마리 ,야채곱창,"{'술모임': 4, '식사모임': 3, '저녁식사': 3, '가족외식': 2, '점심식사': 1, '서민적인': 4, '지역주민이찾는': 3, '가성비좋은': 3, '시끌벅적한': 2, '숨은맛집': 2, '캐주얼한': 1, '푸짐한': 1}"
361,notf,https://d12zq4w4guyljn.cloudfront.net/20211201112403_photo1_761818096ad6.jpg,서울특별시 성북구 하월곡동 13-26,"
장위동 유성집 본점
",notf,127.044772408662,37.6040533406431,02-915-4021,한우등심 360g(2인분),한우등심 180g(1인분),"{'저녁식사': 3, '식사모임': 2, '가족외식': 2, '기념일': 1, '회식': 1, '점심식사': 1, '접대': 1, '데이트': 1, '아이동반': 1, '시끌벅적한': 2, '서민적인': 2, '숨은맛집': 1, '격식있는': 1, '고급스러운': 1, '캐주얼한': 1, '푸짐한': 1, '지역주민이찾는': 1, '무료주차': 2}"
362,notf,https://d12zq4w4guyljn.cloudfront.net/20211120082920012_photo_9bf228138e25.jpg,서울특별시 성북구 하월곡동 37-5,"
원조멸치국수
",notf,127.042207340296,37.6024054736641,02-6085-6035,멸치국수,비빔국수,"{'저녁식사': 4, '혼밥': 4, '점심식사': 3, '아침식사': 1, '간식': 1, '실버푸드': 1, '식사모임': 1, '서민적인': 4, '가성비좋은': 3, '푸짐한': 2, '지역주민이찾는': 2, '조용한': 1, '시끌벅적한': 1, '숨은맛집': 1, '24시간영업': 1, '주차불가': 1}"
363,notf,https://d12zq4w4guyljn.cloudfront.net/20210818200228_photo1_e0419d9ef174.jpg,서울특별시 성북구 정릉동 416-27,"
청수장
",notf,127.010784803224,37.6053177710711,02-913-6176,청수 돼지갈비 (250g),청수 물냉면,"{'저녁식사': 3, '식사모임': 3, '기념일': 2, '회식': 2, '가족외식': 2, '점심식사': 1, '술모임': 1, '데이트': 1, '지역주민이 찾는': 2, '시끌벅적한': 2, '고급스러운': 1, '숨은맛집': 1, '깔끔한': 1, '푸짐한': 1, '가성비좋은': 1, '무료주차': 2}"
364,notf,https://d12zq4w4guyljn.cloudfront.net/20181103074849610_photo1_Wj2sZoQmbQ14.jpg,서울시 성북구 동선동 12,"
강풍돼지갈비
",notf,127.018354748421,37.5907739389475,02-922-5252,돼지갈비,물냉면,"{'저녁식사': 3, '남자끼리': 1, '점심식사': 1, '가족외식': 1, '회식': 1, '여자끼리': 1, '식사모임': 1, '서민적인': 3, '시끌벅적한': 2, '허름한': 1, '오래된집': 1}"
365,notf,https://d12zq4w4guyljn.cloudfront.net/20201013135757_photo1_8f3f5f42c63f.jpg,서울시 성북구 성북동 91,"
성북동집
",notf,126.995675994856,37.5944414231382,02-747-6234,수육,칼국수,"{'가족외식': 3, '점심식사': 3, '저녁식사': 3, '혼밥': 2, '아이동반': 1, '식사모임': 1, '다이어트식단': 1, '데이트': 1, '서민적인': 3, '푸짐한': 1, '숨은맛집': 1, '지역주민이 찾는': 1, '무료주차': 2, '발렛주차': 1}"
366,notf,https://d12zq4w4guyljn.cloudfront.net/20220119052123790_photo_c4a5a8209ecc.jpg,서울시 성북구 동소문동1가 123,"
송림원
",notf,127.008809171332,37.5899044084731,02-764-7970,짜장면,간짜장,"{'저녁식사': 3, '점심식사': 2, '가족외식': 2, '아이동반': 1, '데이트': 1, '술모임': 1, '혼밥': 1, '서민적인': 2, '지역주민이찾는': 1, '전문적인': 1, '깔끔한': 1, '지역주민이 찾는': 1, '오래된집': 1, '캐주얼한': 1, '주차는 식당 옆 세대 가능': 1, '무료주차': 1, '좌식': 1}"
367,notf,https://d12zq4w4guyljn.cloudfront.net/20190513_123357.jpg,서울특별시 성북구 정릉동 162-23,"
숭덕분식
",notf,127.01317930076,37.6044685250199,,떡만두국,칼국수,"{'혼밥': 1, '점심식사': 1, '서민적인': 1, '숨은맛집': 1}"
368,notf,https://d12zq4w4guyljn.cloudfront.net/20220904052228_photo1_f50717cf2e58.jpg,서울특별시 성북구 동소문동5가 52-3,"
황해옥감자탕
",notf,127.014831272719,37.5920661866913,02-929-2935,감자탕 특대,감자탕 대,"{'저녁식사': 3, '술모임': 2, '점심식사': 2, '회식': 1, '식사모임': 1, '서민적인': 2, '가성비좋은': 1, '골때리는': 1, '캐주얼한': 1, '시끌벅적한': 1}"
369,notf,https://d12zq4w4guyljn.cloudfront.net/20191201024352181_photo_b72a77c841fe.jpg,서울특별시 성북구 성북동1가 15,"
한강
",notf,127.004115005268,37.588764369408,02-747-4004,칼제비,야채전,"{'저녁식사': 3, '점심식사': 3, '식사모임': 2, '혼밥': 2, '술모임': 1, '서민적인': 3, '개별룸': 1}"
370,notf,https://d12zq4w4guyljn.cloudfront.net/20221001075319525_photo_d056359bd402.jpg,서울특별시 강북구 수유동 56-45,"
다래함박스텍
",notf,127.019032577982,37.6327606404419,02-2241-7558,함박스텍,돈까스,"{'점심식사': 19, '저녁식사': 18, '혼밥': 10, '가족외식': 5, '데이트': 4, '남자끼리': 2, '수유맛집': 1, '식사모임': 1, '실버푸드': 1, '5500': 1, '여자끼리': 1, '아이동반': 1, '간식': 1, '배달': 1, '서민적인': 22, '가성비좋은': 15, '지역주민이 찾는': 7, '시끌벅적한': 5, '지역주민이찾는': 4, '푸짐한': 4, '숨은맛집': 3, '캐주얼한': 2, '가성비': 1, '오래된집': 1, '빈티지': 1, '깔끔한': 1, '무료주차': 5, '주차불가': 2, '가게앞에': 1, '좌식': 1, '기사식당앞공유쥬차': 1}"
371,notf,https://d12zq4w4guyljn.cloudfront.net/20220905080153_photo1_b4733a28d8cf.jpg,서울특별시 강북구 번동 463-45 단충,"
황주집
",notf,127.028299471536,37.6401156864432,02-903-6275,순곱창 2인분,양/곱창 2인분,"{'저녁식사': 13, '술모임': 7, '데이트': 3, '점심식사': 3, '식사모임': 1, '남자끼리': 1, '회식': 1, '서민적인': 11, '시끌벅적한': 9, '지역주민이 찾는': 3, '허름한': 3, '숨은맛집': 3, '오래된집': 3, '가성비좋은': 2, '지역주민이찾는': 1, '캐주얼한': 1, '주차불가': 2, '대형룸': 2, '현장대기필요': 2}"
372,notf,https://d12zq4w4guyljn.cloudfront.net/20220112110456393_photo_a905f201aa74.jpg,서울특별시 강북구 미아동 55-46,"
원조할매곱창
",notf,127.031543354628,37.6126382815651,02-989-0878,열날개,열닭발,"{'저녁식사': 8, '술모임': 7, '회식': 3, '모임': 1, '식사모임': 1, '간식': 1, '점심식사': 1, '가족외식': 1, '서민적인': 8, '시끌벅적한': 4, '지역주민이찾는': 3, '지역주민이 찾는': 3, '가성비좋은': 2, '캐주얼한': 2, '푸짐한': 1, '치킨집과같이함': 1, '배달': 1}"
373,notf,https://d12zq4w4guyljn.cloudfront.net/20220514110810_photo1_f7c1425b9393.jpg,서울특별시 강북구 수유동 279-2,"
마포감자국
",notf,127.014229340379,37.647890561582,02-903-1132,감자국 특대,감자국 대,"{'저녁식사': 3, '술모임': 2, '점심식사': 2, '데이트': 1, '실버푸드': 1, '지역주민이찾는': 3, '숨은맛집': 2, '서민적인': 2, '푸짐한': 2, '조용한': 1, '지역주민이 찾는': 1, '시끌벅적한': 1, '가성비좋은': 1, '무료주차': 2, '주차불가': 1}"
374,notf,https://d12zq4w4guyljn.cloudfront.net/20211125095005_photo1_eef365dd396c.jpg,서울특별시 강북구 우이동 6-2,"
목포돌구이
",notf,127.01330281975,37.6608400406652,02-993-5602,생삼겹살200g,생목살200g,"{'저녁식사': 5, '술모임': 3, '가족외식': 3, '회식': 3, '식사모임': 3, '점심식사': 2, '데이트': 1, '삼겹살맛집': 1, '돼지고기맛집': 1, '우이동맛집': 1, '북한산맛집': 1, '서민적인': 4, '지역주민이찾는': 3, '푸짐한': 3, '가성비좋은': 2, '숨은맛집': 2, '캐주얼한': 1, '시끌벅적한': 1, '지역주민이 찾는': 1, '무료주차': 2, '대형룸': 1}"
375,notf,https://d12zq4w4guyljn.cloudfront.net/20220414185026_photo1_26b151aebb34.jpg,서울특별시 강북구 번동 269-7,"
할머니해장국
",notf,127.043463966191,37.6280098474738,02-915-1541,해장국,술국 소,"{'아침식사': 3, '점심식사': 3, '혼밥': 2, '저녁식사': 2, '술모임': 1, '혼술': 1, '식사모임': 1, '서민적인': 3, '가성비좋은': 2, '지역주민이찾는': 1, '푸짐한': 1, '숨은맛집': 1, '무료주차': 1}"
376,notf,https://d12zq4w4guyljn.cloudfront.net/20211028140109_photo0_zEHlXXsJM2Yz.jpg,서울 강북구 수유동 산17-1,"
인수재
",notf,127.002622019423,37.6463392661064,02-994-2355,내장탕(토요일),해장국(일요일),"{'점심식사': 3, '데이트': 2, '아침식사': 1, '술모임': 1, '식사모임': 1, '가족외식': 1, '저녁식사': 1, '경관/야경이좋은': 3, '숨은맛집': 2, '이국적/이색적': 2, '가성비좋은': 2, '서민적인': 2, '푸짐한': 1, '시끌벅적한': 1, '야외좌석': 1}"
377,notf,https://d12zq4w4guyljn.cloudfront.net/20210820103450_photo2_312eead77f96.jpg,서울특별시 강북구 미아동 777-6,"
삼양동순대떡볶이
",notf,127.018666955966,37.625379277951,,떡볶이 정식,순대,"{'점심식사': 4, '간식': 3, '데이트': 3, '저녁식사': 1, '혼밥': 1, '푸짐한': 3, '서민적인': 3, '캐주얼한': 1, '조용한': 1, '가성비좋은': 1}"
378,notf,https://d12zq4w4guyljn.cloudfront.net/20220712154511_photo1_761818096ad6.jpg,서울특별시 강북구 우이동 71-15,"
춘천막국수
",notf,127.012840792137,37.6504950130945,02-993-2229,물막국수,비빔막국수,"{'점심식사': 4, '저녁식사': 3, '혼밥': 3, '가족외식': 3, '아침식사': 2, '술모임': 2, '데이트': 2, '식사모임': 1, '간식': 1, '회식': 1, '푸짐한': 3, '서민적인': 2, '깔끔한': 2, '캐주얼한': 2, '지역주민이 찾는': 2, '숨은맛집': 2, '지역주민이찾는': 1, '가성비좋은': 1, '조용한': 1, '무료주차': 4}"
379,notf,https://d12zq4w4guyljn.cloudfront.net/20210910092110795_photo_f6dc1796f9a2.jpg,서울특별시 강북구 수유동 47-69,"
숯불왕갈비
",notf,127.022613063491,37.6348031736893,02-904-5533,왕갈비 400g,된장찌개,"{'저녁식사': 4, '가족외식': 3, '술모임': 3, '식사모임': 3, '점심식사': 2, '아침식사': 1, '기념일': 1, '시끌벅적한': 3, '가성비좋은': 3, '서민적인': 3, '캐주얼한': 2, '푸짐한': 1, '무료주차': 1}"
380,notf,https://d12zq4w4guyljn.cloudfront.net/20220823101113_photo1_666c76e5ce36.jpg,서울특별시 강북구 수유동 189-54,"
은수식당
",notf,127.024487295449,37.6414107134889,02-907-1139,목고기,김치비지,"{'저녁식사': 4, '가족외식': 3, '술모임': 3, '회식': 3, '서민적인': 4, '지역주민이찾는': 2, '시끌벅적한': 1, '숨은맛집': 1, '지역주민이 찾는': 1, '가성비좋은': 1, '오래된집': 1}"
381,notf,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53175/52061/53175_52061_98_0_7445_2015111315114455.jpg,서울특별시 강북구 수유동 192-22,"
부추곱창
",notf,127.024766229695,37.6393046937943,02-903-7723,모듬곱창,곱창,"{'저녁식사': 2, '술모임': 1, '시끌벅적한': 2}"
382,notf,https://d12zq4w4guyljn.cloudfront.net/20200819104044_photo0_n30EOoyev1d6.jpg,서울특별시 강북구 수유동 279-48,"
시골농장
",notf,127.015035890154,37.6483753708366,02-902-8895,소갈비살,시골삼겹살,"{'술모임': 1, '저녁식사': 1, '식사모임': 1, '가성비좋은': 2, '서민적인': 2, '지역주민이찾는': 1, '캐주얼한': 1}"
383,notf,https://d12zq4w4guyljn.cloudfront.net/20220710014350_photo1_eef365dd396c.jpg,서울특별시 강북구 수유동 174-35,"
역전할머니맥주 수유점 수유점
",notf,127.02750690682,37.6406772774036,02-997-7333,살얼음맥주,,"{'술모임': 3, '저녁식사': 2, '간식': 2, '데이트': 1, '배달': 1, '역전할머니맥주': 1, '회식': 1, '혼술': 1, '할맥': 1, '수유술집': 1, '시끌벅적한': 3, '캐주얼한': 2, '푸짐한': 2, '서민적인': 2, '가성비좋은': 2, '지역주민이찾는': 1, '야외좌석': 1}"
384,notf,https://d12zq4w4guyljn.cloudfront.net/20220528030323572_photo_a905f201aa74.jpg,서울특별시 도봉구 도봉동 600-4,"
무수옥
",notf,127.044222232868,37.6770341077123,02-954-6292,한우암소생등심 180g,한우암소육회비빔밥,"{'점심식사': 19, '저녁식사': 11, '가족외식': 8, '혼밥': 7, '술모임': 5, '식사모임': 4, '회식': 3, '아침식사': 3, '접대': 2, '데이트': 2, '실버푸드': 1, '아이동반': 1, '기념일': 1, '다이어트식단': 1, '서민적인': 19, '시끌벅적한': 6, '지역주민이 찾는': 6, '숨은맛집': 5, '캐주얼한': 4, '지역주민이찾는': 3, '오래된집': 2, '가성비좋은': 2, '푸짐한': 1, '빈티지': 1, '무료주차': 9, '개별룸': 2, '현장대기필요': 1}"
385,notf,https://d12zq4w4guyljn.cloudfront.net/20220601104021_photo1_bb003c580b4d.jpg,서울특별시 도봉구 도봉동 596-23,"
삼오곱창
",notf,127.044614384421,37.6776805024928,02-954-1916,"소곱창(250g)국내산 한우,육우",소곱창 전골(소),"{'저녁식사': 12, '술모임': 8, '식사모임': 4, '가족외식': 4, '회식': 3, '데이트': 1, '배달': 1, '시끌벅적한': 9, '서민적인': 7, '지역주민이 찾는': 2, '캐주얼한': 2, '허름한': 1, '지역주민이찾는': 1, '숨은맛집': 1, '푸짐한': 1, '오래된집': 1, '가성비좋은': 1, '흡연실': 2, '대형룸': 1}"
386,notf,https://d12zq4w4guyljn.cloudfront.net/20181029082636303_photo2_kFGbmo7tMtqO.jpg,서울시 도봉구 방학동 669-3,"
수정궁
",notf,127.032909005747,37.6621302797521,02-3491-0440,찐만두,물만두,"{'혼밥': 3, '저녁식사': 3, '술모임': 2, '남자끼리': 2, '혼술': 1, '가족외식': 1, '지역주민이 찾는': 4, '시끌벅적한': 3, '가성비좋은': 3, '서민적인': 2, '오래된집': 1, '중년이상이많은': 1, '아담한': 1, '무료주차': 2, '포장가능': 1}"
387,notf,https://d12zq4w4guyljn.cloudfront.net/20180208123333_menu1_M4jOREH07vzu.jpg,서울특별시 도봉구 창동  659-9,"
선화창동빈대떡
",notf,127.035076483863,37.6477977285678,02-990-0576,김치전,삼합 소,"{'저녁식사': 3, '회식': 1, '술모임': 1, '시끌벅적한': 4, '서민적인': 4, '지역주민이 찾는': 3, '가성비좋은': 2, '토속적인': 2, '허름한': 2, '오래된집': 2, '현장대기필요': 2}"
388,notf,https://d12zq4w4guyljn.cloudfront.net/20220420092715_photo1_FzYHfCybclvu.jpg,서울특별시 도봉구 방학동 585,"
북청 생고기
",notf,127.020839526446,37.6626462284579,02-3491-7360,목살,삼겹살,"{'저녁식사': 3, '가족외식': 2, '술모임': 1, '점심식사': 1, '지역주민이찾는': 3, '서민적인': 1, '푸짐한': 1, '캐주얼한': 1, '시끌벅적한': 1, '무료주차': 3}"
389,notf,https://d12zq4w4guyljn.cloudfront.net/20220727145957_photo0_MfEEpTa3976O.jpg,서울시 도봉구 도봉동 74-6,"
장위동 유성집
",notf,not found,not found,02-955-0550,한우등심 360g,별미국수,"{'식사모임': 3, '저녁식사': 3, '술모임': 3, '점심식사': 2, '가족외식': 2, '회식': 2, '기념일': 1, '데이트': 1, '서민적인': 2, '지역주민이찾는': 1, '캐주얼한': 1, '숨은맛집': 1, '지역주민이 찾는': 1, '무료주차': 2, '대형룸': 1}"
390,notf,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50323/51153/50323_51153_86_0_5948_2016112212252573.jpg,서울특별시 도봉구 창동 659-1,"
포대포
",notf,127.035665701564,37.6489581986936,02-993-7897,껍데기,소금구이,"{'저녁식사': 2, '데이트': 1, '시끌벅적한': 2, '서민적인': 2, '지역주민이 찾는': 2, '허름한': 1}"
391,notf,https://d12zq4w4guyljn.cloudfront.net/20220806102924_photo1_eef365dd396c.jpg,서울 도봉구 쌍문동 395-2,"
영 즉석 떡볶이
",notf,127.031681258987,37.6458893247077,02-990-6128,즉석 떡볶이,순대볶음,"{'저녁식사': 3, '즉석떡볶이맛집': 1, '데이트': 1, '쌍문동맛집': 1, '점심식사': 1, '가족외식': 1, '맛없음': 1, '캐주얼한': 1, '푸짐한': 1, '서민적인': 1, '가성비좋은': 1, '불쾌한': 1, '지역주민이찾는': 1, '주차불가': 2}"
392,notf,https://d12zq4w4guyljn.cloudfront.net/20220919105230_photo1_72144f230034.jpg,서울특별시 노원구 중계4동 140-42,"
돈까스먹는용만이
",notf,127.074641494564,37.6612329780762,02-931-8870,돈까스,듀얼돈까스,"{'점심식사': 15, '저녁식사': 11, '혼밥': 8, '데이트': 7, '가족외식': 6, '식사모임': 4, '친구들이랑 식사': 1, '아침식사': 1, '아이동반': 1, '서민적인': 18, '가성비좋은': 8, '지역주민이 찾는': 6, '숨은맛집': 5, '캐주얼한': 4, '푸짐한': 4, '시끌벅적한': 4, '깔끔한': 1, '지역주민이찾는': 1, '주차불가': 2, '무료주차': 1, '대형룸': 1}"
393,notf,https://d12zq4w4guyljn.cloudfront.net/20210929043057506_photo_03f4004471bb.jpg,서울특별시 노원구 상계동 323-3,"
며느리도몰라
",notf,127.065758804011,37.6559131020867,02-931-8660,떡볶이,오뎅,"{'점심식사': 4, '간식': 3, '식사모임': 1, '포장': 1, '저녁식사': 1, '즉석떡볶이맛집': 1, '아이동반': 1, '데이트': 1, '서민적인': 5, '캐주얼한': 2, '지역주민이찾는': 2, '가성비좋은': 1, '시끌벅적한': 1, '푸짐한': 1, '깔끔한': 1, '무료주차': 2}"
394,notf,https://d12zq4w4guyljn.cloudfront.net/20220421170909_photo1_8e68deea3142.jpg,서울특별시 노원구 월계동 68-28,"
최대포소금구이
",notf,127.06353529333,37.6163232308581,02-912-1531,소금구이,계란찜,"{'저녁식사': 3, '술모임': 3, '식사모임': 2, '가족외식': 1, '서민적인': 3, '지역주민이찾는': 3, '푸짐한': 1, '시끌벅적한': 1, '가성비좋은': 1}"
395,notf,https://d12zq4w4guyljn.cloudfront.net/20190908024710607_photo_xlsfqk3xxrjt.jpg,서울특별시 노원구 상계동 749-5,"
시장풍경
",notf,127.062217257976,37.6500654838418,02-935-2469,멸치국시,숯불고기 멸치국시,"{'저녁식사': 1, '점심식사': 1, '다이어트식단': 1, '실버푸드': 1, '서민적인': 2, '숨은맛집': 2, '지역주민이찾는': 1, '주차불가': 1}"
396,notf,https://d12zq4w4guyljn.cloudfront.net/20220506230537_photo1_a5c7fcb0202f.jpg,서울특별시 노원구 공릉동 392-1,"
공릉우동집
",notf,127.075419707076,37.6264415297073,02-976-1199,김밥,짜장,"{'점심식사': 3, '혼밥': 2, '가족외식': 1, '저녁식사': 1, '점심식사 가족외식': 1, '서민적인': 2, '숨은맛집': 1, '조용한': 1, '푸짐한': 1, '주차불가': 1, '없으': 1}"
397,notf,https://d12zq4w4guyljn.cloudfront.net/20220821040454_photo1_320a34ba8369.jpg,서울시 은평구 대조동 185-34,"
원조두꺼비집불오징어
",notf,126.921009418923,37.6181231715425,02-355-3130,불오징어,오징어+삼겹살,"{'저녁식사': 12, '술모임': 11, '점심식사': 7, '데이트': 5, '식사모임': 4, '가족외식': 3, '회식': 1, '간식': 1, '서민적인': 14, '시끌벅적한': 12, '캐주얼한': 6, '숨은맛집': 6, '지역주민이찾는': 4, '가성비좋은': 3, '지역주민이 찾는': 3, '푸짐한': 2, '주차불가': 3, '야외좌석': 1, '주차 어려움': 1}"
398,notf,https://d12zq4w4guyljn.cloudfront.net/20220908023821_photo1_da4ac362b971.jpg,서울특별시 은평구 대조동 43-7,"
역촌왕돈까스
",notf,126.923659983884,37.6076225418032,02-355-2777,돈까스,생선까스,"{'점심식사': 8, '저녁식사': 6, '혼밥': 3, '가족외식': 3, '데이트': 2, '식사모임': 2, '아침식사': 2, '혼술': 1, '아이동반': 1, '간단한 식사': 1, '푸짐한': 7, '서민적인': 6, '가성비좋은': 3, '지역주민이 찾는': 3, '캐주얼한': 2, '시끌벅적한': 2, '깔끔한': 1, '숨은맛집': 1, '지역주민이찾는': 1, '무료주차': 6, '2층': 1, '룸': 1}"
399,notf,https://d12zq4w4guyljn.cloudfront.net/20220607145551_photo1_fd5fed616158.jpg,서울특별시 은평구 녹번동 181,"
서부감자국
",notf,126.926944792763,37.6022568835758,02-356-4555,감자국(小),뼈 추가,"{'저녁식사': 7, '술모임': 6, '식사모임': 5, '점심식사': 4, '가족외식': 3, '아이동반': 2, '회식': 2, '실버푸드': 1, '데이트': 1, '서민적인': 7, '시끌벅적한': 4, '지역주민이 찾는': 4, '푸짐한': 4, '숨은맛집': 3, '캐주얼한': 3, '가성비좋은': 3, '지역주민이찾는': 2, '깔끔한': 1, '조용한': 1, '무료주차': 1, '24시간영업': 1}"
400,notf,https://d12zq4w4guyljn.cloudfront.net/20210916183929_photo1_pWpyRZAUvccH.jpg,서울시 은평구 대조동 197-2,"
목노집
",notf,126.920976364305,37.6177834769887,02-355-1652,돼지보쌈,한우곱창,"{'술모임': 6, '저녁식사': 6, '식사모임': 4, '가족외식': 3, '점심식사': 2, '아침식사': 1, '실버푸드': 1, '데이트': 1, '서민적인': 6, '시끌벅적한': 5, '지역주민이찾는': 4, '숨은맛집': 3, '캐주얼한': 2, '전통': 1, '푸짐한': 1, '주차불가': 2, '무료주차': 1}"
401,notf,https://d12zq4w4guyljn.cloudfront.net/20220510011138_photo1_312eead77f96.jpg,서울특별시 은평구 신사동  35-20,"
봉희설렁탕 본점
",notf,126.913808999693,37.5932529788187,02-302-9754,설렁탕,양곰탕,"{'점심식사': 6, '혼밥': 6, '저녁식사': 5, '아침식사': 2, '서민적인': 5, '지역주민이 찾는': 4, '시끌벅적한': 2, '노포': 1, '캐주얼한': 1, '숨은맛집': 1, '지역주민이찾는': 1, '24시간영업': 2, '무료주차': 2, '발렛주차': 1, '개별룸': 1}"
402,notf,https://d12zq4w4guyljn.cloudfront.net/20220810111223_photo1_79d532f2998d.jpg,서울특별시 은평구 대조동 15-10,"
삼냉이골
",notf,126.929959005693,37.6096332218312,02-358-8122,LA갈비,이동갈비,"{'저녁식사': 6, '술모임': 4, '식사모임': 2, '데이트': 2, '회식': 1, '가족외식': 1, '시끌벅적한': 6, '서민적인': 5, '지역주민이찾는': 3, '캐주얼한': 2, '푸짐한': 1, '숨은맛집': 1, '가성비좋은': 1, '주차불가': 1}"
403,notf,https://d12zq4w4guyljn.cloudfront.net/20211112180407_photo1_20fea56de0a7.jpg,서울특별시 은평구 대조동 9-17,"
삼오순대국
",notf,126.928095677403,37.6102739658917,02-387-2605,순대국,술국,"{'저녁식사': 7, '점심식사': 6, '혼밥': 6, '아침식사': 2, '혼술': 2, '남자끼리': 1, '가족외식': 1, '식사모임': 1, '실버푸드': 1, '술모임': 1, '서민적인': 7, '지역주민이 찾는': 5, '시끌벅적한': 5, '숨은맛집': 4, '가성비좋은': 2, '캐주얼한': 2, '푸짐한': 2, '토속적인': 1, '허름한': 1, '오래된집': 1, '지역주민이찾는': 1, '중년이상이많은': 1}"
404,notf,https://d12zq4w4guyljn.cloudfront.net/20200715030314542_photo_48c791ecc066.jpg,서울특별시 은평구 대조동 185-43,"
보들이 족발
",notf,126.920927350365,37.6182889884364,02-388-7610,곱창,순대술국,"{'저녁식사': 5, '가족외식': 2, '술모임': 2, '식사모임': 2, '혼술': 1, '간식': 1, '실버푸드': 1, '혼밥': 1, '데이트': 1, '점심식사': 1, '시끌벅적한': 4, '지역주민이 찾는': 2, '가성비좋은': 2, '서민적인': 2, '지역주민이찾는': 1, '캐주얼한': 1, '숨은맛집': 1, '푸짐한': 1, '주차불가': 1}"
405,notf,https://d12zq4w4guyljn.cloudfront.net/20200704043414_photo1_312eead77f96.jpg,서울특별시 은평구 갈현동 463-1,"
만포면옥 본점 본점
",notf,126.917461739338,37.6141308076689,02-389-3917,평양냉면,갈비탕,"{'저녁식사': 4, '점심식사': 4, '가족외식': 2, '혼술': 1, '식사모임': 1, '혼밥': 1, '데이트': 1, '술모임': 1, '서민적인': 2, '시끌벅적한': 2, '지역주민이찾는': 1, '푸짐한': 1, '지역주민이 찾는': 1, '숨은맛집': 1, '너무 만족': 1, '가성비좋은': 1, '깔끔한': 1, '토속적인': 1, '격식있는': 1, '무료주차': 3, '발렛주차': 1}"
406,notf,https://d12zq4w4guyljn.cloudfront.net/20210419020711_photo2_c175137efa0e.jpg,서울특별시 은평구 대조동 3-5,"
개풍반점
",notf,126.927889893292,37.6121479873997,02-355-3407,짜장면,짬뽕,"{'점심식사': 4, '저녁식사': 3, '가족외식': 2, '술모임': 2, '아이동반': 2, '혼밥': 2, '식사모임': 1, '혼술': 1, '실버푸드': 1, '서민적인': 3, '가성비좋은': 3, '캐주얼한': 2, '지역주민이찾는': 2, '숨은맛집': 2, '시끌벅적한': 1, '조용한': 1, '푸짐한': 1, '주차불가': 1, '대형룸': 1}"
407,notf,https://d12zq4w4guyljn.cloudfront.net/20210206103813766_photo_2aa5f510c940.jpg,서울특별시 은평구 응암동 602-32,"
시골감자국
",notf,126.916811039998,37.5874916668576,02-302-8484,뼈해장국,우거지 감자탕 (소),"{'저녁식사': 2, '점심식사': 2, '술모임': 2, '가족외식': 1, '식사모임': 1, '배달': 1, '지역주민이 찾는': 1, '서민적인': 1, '푸짐한': 1, '가성비좋은': 1, '발렛주차': 1, '무료주차': 1}"
408,notf,https://d12zq4w4guyljn.cloudfront.net/20200314035122_photo1_2b9251756398.jpg,서울시 은평구 역촌동 69-19,"
솔밭식당
",notf,126.910537485658,37.6033256939964,02-388-5937,뽈살,하얀살,"{'저녁식사': 4, '술모임': 3, '서민적인': 5, '숨은맛집': 3, '시끌벅적한': 3, '지역주민이 찾는': 2, '푸짐한': 1, '가성비좋은': 1}"
409,notf,https://d12zq4w4guyljn.cloudfront.net/20200714041108_photo1_6b93810357a8.jpg,서울특별시 은평구 갈현동 454-20,"
까볼로 연신내점
",notf,126.91829945712,37.618657774544,02-382-2015,로제베이컨파스타,미트소스치즈스파게티,"{'저녁식사': 4, '식사모임': 2, '점심식사': 2, '가족외식': 1, '아이동반': 1, '서민적인': 4, '가성비좋은': 3, '시끌벅적한': 1, '지역주민이 찾는': 1, '지역주민이찾는': 1, '캐주얼한': 1, '깔끔한': 1, '무료주차': 1}"
