id,terrace,drinking,meal,lunch,dinner,cost_effective,classy,mood,noisy,quiet,real_local,tags
345,0,2,1,1,2,5,0,0,1,0,0,"가족외식,데이트,"
346,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
347,0,2,0,2,3,2,0,0,0,0,0,"회식,지역주민이 찾는,숨은맛집,"
348,0,6,4,1,9,6,0,0,3,0,0,"가족외식,모임,데이트,지역주민이 찾는,허름한,캐주얼한,숨은맛집,주차불가,무료주차,"
349,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,"아침을먹을수있는,연중무휴"
351,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴"
353,0,4,2,2,6,8,0,0,7,0,1,"회식,접대,데이트,캐주얼한,이국적/이색적,지역주민이 찾는,숨은맛집,주차불가,개별룸,"
354,0,2,0,2,3,5,0,0,1,1,3,"데이트,실버푸드,숨은맛집,지역주민이 찾는,무료주차,주차불가,노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,수요미식회,수요미식회 감자탕,감자탕 맛집,감자국 맛집,수유 맛집,수유역,419민주묘지,우이동 맛집,수유동 맛집,수유동 감자탕,우이동 감자탕,수유동 감자국,우이동 감자국,강북구 맛집,수유 노포식당,수유동 노포식당,우이동 노포식당,수유역 노포,수유 노포,"
355,0,1,1,3,2,4,0,0,0,0,1,"회식,아침식사,혼밥,지역주민이 찾는,숨은맛집,주차불가,역사가오래된,술한잔하기좋은"
356,0,0,0,0,0,0,0,0,0,0,0,술한잔하기좋은
357,0,4,1,1,3,6,0,0,3,0,1,"회식,데이트,가족외식,캐주얼한,숨은맛집,주차불가,"
358,0,0,2,2,2,6,0,0,1,0,2,"혼밥,숨은맛집,지역주민이 찾는,"
359,0,0,0,0,0,0,0,0,0,0,0,"회식하기좋은,새벽까지영업하는,연중무휴"
360,0,0,2,8,5,9,0,0,2,0,2,"혼밥,아침식사,실버푸드,가족외식,아이동반,숨은맛집,깔끔한,지역주민이 찾는,격식있는,캐주얼한,무료주차,발렛주차,"
361,0,1,8,14,8,11,1,0,2,1,2,"혼밥,가족외식,아침식사,데이트,회식,실버푸드,깔끔한,지역주민이 찾는,숨은맛집,캐주얼한,무료주차,가족과외식하기좋은,역사가오래된,아침을먹을수있는,연중무휴"
362,0,0,2,18,11,42,0,0,12,0,9,"간식,혼밥,데이트,아이동반,야식,떡볶이,디저트,캐주얼한,숨은맛집,지역주민이 찾는,젊은사람이많은,아담한,오래된집,주차불가,현장대기필요,"
363,0,1,2,1,3,1,0,0,1,0,2,"가족외식,데이트,캐주얼한,깔끔한,무료주차,"
364,0,3,2,2,3,8,1,0,3,0,0,"회식,기념일,데이트,가족외식,숨은맛집,"
365,0,11,7,2,15,17,0,0,10,0,4,"데이트,회식,가족외식,남자끼리,기념일,캐주얼한,깔끔한,지역주민이 찾는,무료주차,주차불가,대형룸,역사가오래된,회식하기좋은,연중무휴"
366,0,1,2,0,1,5,0,0,1,0,0,"혼밥,아침식사,가족외식,"
367,0,1,1,0,2,1,0,0,0,0,1,"가족외식,숨은맛집,무료주차,"
368,0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,중구 맛집,을지로 맛집,을지로 노포,서울 노포,을지로 3가 맛집,서울 가성비 맛집,쭈꾸미,서울 쭈꾸미 맛집,쭈꾸미 맛집,"
370,1,10,1,1,4,12,0,0,4,0,1,"회식,데이트,지역주민이 찾는,캐주얼한,대형룸,"
371,0,4,3,5,6,18,0,0,6,0,3,"숙성회 맛집,선어회 맛집,서울 숙성회 맛집,서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,가성비 숙성회 맛집,숙성회 가성비,가성비 숙성회,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 회 맛집,숙성회,남대문시장,남대문시장 맛집,회현역 맛집,회현역 노포,남대문시장 노포,중구 맛집,중구,비 맛집,시즌비시즌 맛집,시즌비시즌,정지훈 맛집,비 노포,회식,가족외식,간식,모임,데이트,숨은맛집,캐주얼한,아담한,오래된집,이국적/이색적,중년이상이많은,지역주민이 찾는,좌식,주차불가,예약필요,"
372,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴"
373,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
374,0,0,0,7,2,13,0,0,2,1,2,"혼밥,배달,숨은맛집,지역주민이 찾는,깔끔한,캐주얼한,주차불가,"
375,0,0,2,4,4,5,0,0,1,0,4,"간식,회식,가족외식,실버푸드,데이트,"
376,0,0,0,0,0,0,0,0,0,0,0,"신촌 맛집,연세대 맛집,창천동 맛집,연희동 맛집,서대문구 맛집,숨은 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,가성비 맛집,가성비,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,실내포차,포차맛집,서울 실내포차,서울 포차 맛집,연대 맛집,연세대 술집,연대 술집,"
377,0,1,6,10,7,12,1,0,1,0,1,"혼밥,가족외식,데이트,아이동반,아침식사,회식,실버푸드,캐주얼한,깔끔한,숨은맛집,예쁜,격식있는,지역주민이 찾는,주차불가,유료주차장 골목주차,"
378,0,0,0,0,0,0,0,0,0,0,0,"노포식당,노포 맛집,노포집,노포 식당,서울 가맥집,서울맛집,서울 맛집,가성비 맛집,가성비,서울 가성비 맛집,가맥집,서울먹방,먹방데이트,서울노포,실내포차,포차맛집,서울 실내포차,서울 포차 맛집,노포래퍼,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,성동구 맛집,성동구 노포,노포,왕십리 노포,상왕십리 노포,왕십리 맛집,왕십리역맛집,"
379,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,상견례에좋은"
381,0,0,0,2,1,6,0,0,0,0,0,"회식,가족외식,데이트,숨은맛집,캐주얼한,주차불가,"
382,18,48,3,3,15,50,0,0,40,0,2,"회식,데이트,기념일,여자끼리,가족외식,남자끼리,캐주얼한,이국적/이색적,지역주민이 찾는,숨은맛집,예쁜,규모가큰,경관/야경이 좋은,경관/야경이좋은,주차불가,무료주차,대형룸,"
383,0,4,0,2,2,5,0,0,1,0,0,"역사가오래된,연중무휴,혼밥,아침식사,회식,숨은맛집,지역주민이 찾는,무료주차,"
384,0,0,0,0,0,0,0,0,0,0,0,0
385,0,5,11,8,10,22,0,0,3,0,8,"가족외식,실버푸드,혼밥,회식,데이트,다이어트식단,캐주얼한,숨은맛집,깔끔한,격식있는,이국적/이색적,무료주차,"
386,0,2,1,4,4,4,0,0,2,0,1,"가족외식,혼밥,데이트,지역주민이 찾는,숨은맛집,너무 만족,깔끔한,토속적인,격식있는,무료주차,발렛주차,"
387,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,연중무휴
389,0,6,5,1,6,8,0,0,7,0,0,"회식,데이트,가족외식,지역주민이 찾는,캐주얼한,무료주차,"
390,0,7,3,0,3,4,0,0,6,0,1,"데이트,친구들끼리,2차,회식,캐주얼한,주차불가,"
391,0,0,0,0,0,0,0,0,0,0,0,새벽까지영업하는
392,0,1,1,3,4,2,0,0,0,1,1,"가족외식,혼밥,기념일,아이동반,캐주얼한,격식있는,깔끔한,숨은맛집,"
393,0,0,0,0,0,0,0,0,0,0,0,"회식하기좋은,새벽까지영업하는"
394,0,0,0,0,0,0,0,0,0,0,0,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,서울 막회 맛집,동작구 맛집,상도동 맛집,신대방삼거리역 맛집,상도동 노포식당,동작구 노포식당,조개구이 맛집,서울 을왕리,을왕리 조개구이,서울 조개구이 맛집,조개구이 노포,서울 조개구이,"
395,0,3,1,3,3,3,0,0,1,0,1,"혼밥,아침식사,배달,간식,캐주얼한,24시간영업,"
396,0,0,0,1,0,9,0,0,0,0,2,"간식,데이트,혼밥,지역주민이 찾는,숨은맛집,캐주얼한,"
397,0,0,0,0,0,0,0,0,0,0,0,연중무휴
398,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
399,0,6,2,7,9,14,0,0,7,0,0,"가족외식,회식,데이트,실버푸드,접대,지역주민이 찾는,캐주얼한,무료주차,주차불가,"
400,0,5,7,33,26,22,0,0,8,3,2,"데이트,혼밥,가족외식,아이동반,아침식사,간식,친구들끼리,회식,깔끔한,캐주얼한,격식있는,오래된집,규모가큰,지역주민이 찾는,이국적/이색적,숨은맛집,복고풍,주차불가,배달,가족과외식하기좋은,연인과같이가면좋은"
401,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는"
402,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,연중무휴"
404,0,0,1,3,0,4,0,0,1,0,1,"혼밥,지역주민이 찾는,숨은맛집,무료주차,가족과외식하기좋은,낮에만영업하는"
405,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,비즈니스다이닝에좋은,상견례에좋은,외국인접대에좋은,와인리스트가좋은,인테리어가좋은,전망이좋은,정원이나산책로가있는,호텔레스토랑,연중무휴,프라이빗룸이있는"
406,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
408,0,0,1,21,12,29,0,0,3,2,3,"혼밥,간식,데이트,아이동반,가족외식,캐주얼한,숨은맛집,주차불가,아침을먹을수있는"
409,0,1,2,7,3,8,0,0,1,0,2,"역사가오래된,혼밥,데이트,캐주얼한,자리가 좁은,이국적/이색적,지역주민이 찾는,줄서서먹는,주차불가,"
410,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는"
411,0,2,1,0,3,5,0,0,2,0,2,"데이트,배달,가족외식,실버푸드,숨은맛집,무료주차,"
412,0,0,0,0,0,0,0,0,0,0,0,"24시간영업하는,아침을먹을수있는,연중무휴"
413,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,역사가오래된,사케리스트가좋은,야경이좋은,인테리어가좋은,전망이좋은,채식주의메뉴가있는,호텔레스토랑,연중무휴,프라이빗룸이있는,카운터석이있는"
414,0,6,4,2,6,7,0,0,5,0,4,"가족외식,아침식사,실버푸드,데이트,숨은맛집,캐주얼한,전통,주차불가,무료주차,"
415,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,스타셰프가운영하는,프라이빗룸이있는"
416,0,0,0,0,0,0,0,0,0,0,0,"24시간영업하는,아침을먹을수있는,연중무휴"
417,0,0,0,0,0,0,0,0,0,0,0,가족과외식하기좋은
418,0,0,0,0,0,0,0,0,0,0,0,연인과같이가면좋은
419,0,3,3,2,5,9,0,0,1,0,3,"가족외식,회식,우이동맛집,북한산맛집,데이트,삼겹살맛집,돼지고기맛집,숨은맛집,지역주민이 찾는,캐주얼한,무료주차,대형룸,"
420,0,0,0,0,0,0,0,0,0,0,0,가족과외식하기좋은
421,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,프라이빗룸이있는"
422,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,연인과같이가면좋은,프라이빗룸이있는"
423,0,2,3,1,4,1,0,0,3,0,2,"배달,회식,가족외식,숨은맛집,깔끔한,캐주얼한,"
424,0,0,0,0,0,0,0,0,0,0,0,비즈니스다이닝에좋은
425,0,4,6,34,18,61,0,0,15,2,7,"아침식사,혼밥,실버푸드,해장,데이트,다이어트식단,아이동반,남자끼리,가족외식,접대,숨은맛집,캐주얼한,깔끔한,지역주민이 찾는,중년이상이많은,평일웨이팅,외국인도 찾는,오래된집,회사원단골해장,전국민이 찾는,젊은사람이많은,규모가큰,주차불가,현장대기필요,포장도 가능,서울미래유산,주차는 주변에 유료주차장이용,주말인근무료주차,초란추가,역사가오래된,아침을먹을수있는"
426,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,외국인접대에좋은,야경이좋은,인테리어가좋은,전망이좋은,호텔레스토랑,연중무휴,전통주리스트가좋은,프라이빗룸이있는"
427,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,비즈니스다이닝에좋은,외국인접대에좋은,새벽까지영업하는,연중무휴"
429,0,5,4,19,11,22,0,0,6,0,3,"가족외식,혼밥,아침식사,회식,데이트,접대,실버푸드,아이동반,기념일,다이어트식단,지역주민이 찾는,숨은맛집,캐주얼한,오래된집,빈티지,무료주차,개별룸,현장대기필요,"
430,0,0,0,0,0,0,0,0,0,0,0,새벽까지영업하는
431,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,8,19,9,27,0,0,4,2,4,"혼밥,가족외식,해장,아침식사,데이트,간식,추운날,실버푸드,캐주얼한,숨은맛집,지역주민이 찾는,아담한,주차불가,배달,공영주차장,현장대기필요,"
433,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,연중무휴,저녁에만영업하는"
434,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는"
435,2,6,0,0,3,4,0,0,4,0,0,"데이트,캐주얼한,주차불가,"
436,0,0,2,2,2,3,0,0,0,0,3,"가족외식,회식,노상공영주차,"
437,2,4,2,2,4,5,0,0,4,0,1,"데이트,회식,가족외식,기념일,캐주얼한,경관/야경이좋은,숨은맛집,화장실,"
438,0,0,0,0,0,0,0,0,0,0,0,연중무휴
439,0,1,1,4,2,4,0,0,1,0,0,"회식,혼밥,숨은맛집,캐주얼한,"
440,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴"
441,0,0,3,9,7,16,0,0,3,0,2,"연중무휴,혼밥,가족외식,간식,데이트,캐주얼한,숨은맛집,지역주민이 찾는,불한당,개별룸,주차불가,"
442,0,1,3,14,7,16,0,0,6,0,0,"혼밥,아침식사,가족외식,데이트,캐주얼한,지역주민이 찾는,숨은맛집,깔끔한,주차불가,역사가오래된,아침을먹을수있는,연중무휴"
443,0,4,1,0,2,8,0,0,2,0,0,"접대,가족외식,데이트,숨은맛집,지역주민이 찾는,"
444,0,0,0,1,1,2,0,0,0,0,0,0
445,0,0,0,3,2,3,0,0,1,0,1,"아이동반,혼밥,주차불가,"
446,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
449,0,0,0,0,0,0,0,0,0,0,0,카운터석이있는
450,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,결혼기념일에가면좋은,비즈니스다이닝에좋은,연인과같이가면좋은,프러포즈하기좋은,와인리스트가좋은,인테리어가좋은,프라이빗룸이있는"
451,0,0,2,6,3,15,0,0,1,0,2,"가족외식,혼밥,아침식사,데이트,지역주민이 찾는,숨은맛집,깔끔한,캐주얼한,무료주차,"
452,0,5,6,10,8,10,0,0,4,1,6,"가족외식,혼밥,회식,데이트,숨은맛집,캐주얼한,깔끔한,주차불가,개별룸,무료주차,"
453,0,0,0,3,1,6,0,0,0,0,0,"데이트,혼밥,숨은맛집,주차불가,"
454,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,역사가오래된,연인과같이가면좋은"
455,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
457,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
458,0,6,4,7,6,12,0,0,6,0,2,"간식,회식,가족외식,혼밥,아이동반,캐주얼한,격식있는,주차불가,"
459,0,1,1,3,2,5,0,0,2,0,0,"데이트,가족외식,혼밥,지역주민이 찾는,캐주얼한,숨은맛집,무료주차,"
460,0,4,4,9,7,8,0,0,3,0,1,"혼밥,캐주얼한,"
461,0,2,2,4,2,4,0,0,2,0,1,"가족외식,혼밥,배달,캐주얼한,깔끔한,숨은맛집,"
462,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,연중무휴"
463,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,연인과같이가면좋은,외국인접대에좋은,인테리어가좋은,채식주의메뉴가있는,프라이빗룸이있는"
464,0,0,0,0,0,0,0,0,0,0,0,낮에만영업하는
465,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,비즈니스다이닝에좋은,외국인접대에좋은,프라이빗룸이있는"
466,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,외국인접대에좋은"
467,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,상견례에좋은,프러포즈하기좋은,야경이좋은,전망이좋은,프라이빗룸이있는"
468,0,9,9,18,16,24,0,0,11,0,1,"가족외식,회식,데이트,실버푸드,모임,아이동반,혼밥,숨은맛집,캐주얼한,지역주민이 찾는,토속적인,깔끔한,주차불가,대형룸,무료주차,"
469,0,0,0,0,0,0,0,0,0,0,0,"외국인접대에좋은,정원이나산책로가있는"
470,0,5,5,0,4,1,1,0,1,0,1,"가족외식,기념일,접대,회식,캐주얼한,깔끔한,숨은맛집,격식있는,개별룸,"
471,0,0,0,3,1,3,0,0,1,0,0,"실버푸드,혼밥,지역주민이 찾는,"
472,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는,연중무휴"
474,0,9,5,7,9,21,0,0,8,0,1,"회식,가족외식,혼밥,데이트,숨은맛집,육회비빔밥,육회 먹방,육회 양념,육회 asmr,육회초밥,육회 한식,육회 만들기,육회 비빔밥,육회 소스,육회 고기,육회 가격,육회 광장시장,육회 가성비,육회 냉동,육회 다이어트,육회 덮밥,육회 단백질,육회 달인,육회 레전드,육회 리뷰,육회 만드는법,육회 백종원,가성비 육회,가성비 맛집,종로5가 맛집,종로5가 가성비,갓성비,차돌박이 요리,차돌박이 먹방,차돌박이말이,차돌박이 굽기,차돌박이 asmr,차돌박이 맛집,차돌박이 삼합,차돌박이 우삼겹,차돌박이 양념,차돌박이 양념장,차돌박이 음식,차돌박이 전문점,차돌박이 썰기,차돌박이 싸게,"
475,0,4,8,14,11,22,0,0,10,0,3,"가족외식,데이트,회식,아이동반,캐주얼한,지역주민이 찾는,숨은맛집,깔끔한,발렛주차,개별룸,대형룸,주차불가,"
476,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,브런치메뉴가있는"
477,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,비즈니스다이닝에좋은,역사가오래된,연중무휴,프라이빗룸이있는"
478,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연인과같이가면좋은,새벽까지영업하는,아침을먹을수있는,연중무휴"
479,1,6,0,0,5,10,0,0,4,0,3,"가족외식,데이트,회식,간식,지역주민이 찾는,캐주얼한,숨은맛집,"
480,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
481,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,연중무휴
483,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,회식하기좋은"
484,0,0,0,0,0,0,0,0,0,0,0,"가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,해산물 코스,한국횟집,오마카세,수산물 오마카세,잠실 맛집,잠실새내역 맛집,잠실 노포,송파맛집,송파구 맛집,송파 맛집,신천 맛집,"
485,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,외국인접대에좋은,연중무휴,프라이빗룸이있는"
486,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,역사가오래된"
488,0,3,2,1,5,5,0,0,4,0,1,"가족외식,간식,실버푸드,혼밥,데이트,지역주민이 찾는,캐주얼한,숨은맛집,주차불가,"
489,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,상견례에좋은,외국인접대에좋은,프라이빗룸이있는"
490,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,연중무휴,프라이빗룸이있는"
491,0,2,1,6,5,9,0,0,0,0,1,"혼밥,아침식사,캐주얼한,오래된,깔끔한,2층 다락방,24시간영업,"
492,0,4,2,0,3,4,0,0,4,0,3,"마포구맛집,회식,배달,아나고회,망원역맛집,접대,방어회맛집,가족외식,합정맛집,캐주얼한,주차불가,"
493,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,회식하기좋은,연중무휴"
494,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,소개팅하기좋은,연인과같이가면좋은"
495,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,결혼기념일에가면좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,외국인접대에좋은,인테리어가좋은,정원이나산책로가있는,채식주의메뉴가있는,호텔레스토랑,전통주리스트가좋은,프라이빗룸이있는"
496,0,0,0,0,0,0,0,0,0,0,0,가족과외식하기좋은
497,0,3,2,1,2,4,0,0,1,0,1,"역사가오래된,데이트,가족외식,숨은맛집,"
498,0,0,0,0,0,0,0,0,0,0,0,0
499,0,3,3,4,7,4,1,0,1,0,0,"회식,가족외식,데이트,캐주얼한,깔끔한,발렛주차,무료주차,콜키지무료,"
500,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,외국인접대에좋은,인테리어가좋은,프라이빗룸이있는"
501,0,0,0,0,0,0,0,0,0,0,0,0
502,0,6,1,0,5,12,0,0,2,0,3,"회식,데이트,가족외식,숨은맛집,지역주민이 찾는,캐주얼한,주차불가,"
503,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
504,0,0,0,0,0,0,0,0,0,0,0,외국인접대에좋은
505,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연인과같이가면좋은,외국인접대에좋은,연중무휴"
506,0,0,0,6,5,5,0,0,2,0,1,"혼밥,아침식사,지역주민이 찾는,노포,캐주얼한,숨은맛집,24시간영업,무료주차,발렛주차,개별룸,역사가오래된,24시간영업하는,아침을먹을수있는,연중무휴"
507,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연인과같이가면좋은,현지인셰프가있는,연중무휴"
508,0,4,4,0,3,3,0,0,2,0,2,"데이트,회식,가족외식,지역주민이 찾는,캐주얼한,"
509,0,4,8,12,13,14,0,0,4,1,1,"회식,가족외식,접대,다이어트식단,데이트,깔끔한,캐주얼한,지역주민이 찾는,숨은맛집,무료주차,개별룸,역사가오래된,프라이빗룸이있는"
510,0,7,3,1,8,13,0,0,6,0,1,"회식,데이트,가족외식,캐주얼한,지역주민이 찾는,숨은맛집,주차불가,"
511,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
513,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
514,0,3,1,0,1,4,0,0,1,0,1,"캐주얼한,주차불가,"
515,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
516,0,0,0,0,0,0,0,0,0,0,0,새벽까지영업하는
517,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,연중무휴"
518,0,2,3,4,2,4,0,0,0,1,1,"가족외식,혼밥,회식,아담한,중년이상이많은,무료주차,"
519,0,3,3,4,4,5,0,0,1,0,0,"가족과외식하기좋은,역사가오래된,회식하기좋은,프라이빗룸이있는,가족외식,기념일,데이트,회식,아이동반,지역주민이 찾는,캐주얼한,무료주차,개별룸,"
520,0,1,0,6,4,9,0,0,0,1,0,"역사가오래된,아침을먹을수있는,아침식사,혼밥,가족외식,포장,데이트,숨은맛집,지역주민이 찾는,불친절하고 강인ㅂ,어머니는 착하나 딸 며느리가 악질..,캐주얼한,손님을 돈으로 보는 분위기...,깔끔한,주차불가,"
521,0,6,3,13,10,16,0,0,3,0,3,"혼밥,데이트,가족외식,기념일,실버푸드,지역주민이 찾는,숨은맛집,캐주얼한,오래된집,아담한,깔끔한,허름한,경관/야경이 좋은,이국적/이색적,발렛주차,"
522,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
523,0,7,3,1,7,7,1,0,5,0,2,"회식,가족외식,데이트,숨은맛집,지역주민이 찾는,무료주차,주차불가,노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,삼전동 맛집,잠실 맛집,삼전역 맛집,잠실역 맛집,송파 맛집,송파구 맛집,갈매기살,항정살,갈비살타레,갈비살타래,우설 맛집,삼전 맛집,소고기 맛집,서울 소고기 맛집,소고기,"
524,0,3,1,1,3,7,0,0,1,0,1,"가족외식,데이트,접대,기념일,아이동반,회식,숨은맛집,캐주얼한,오래된집,좌식,무료주차,주차불가,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,소고기,한우 맛집,소고기 맛집,회기 노포,영등포 노포,영등포 시장 맛집,영등포역 맛집,서울 갈비 맛집,갈비집,서울 갈비 가성비,갈비 노포,서울 갈비 노포,소갈비,돼지갈비,돼지껍데기,양념게장,된장찌개 맛집,영등포구 맛집,"
525,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
526,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는,연중무휴"
527,0,0,0,0,0,0,0,0,0,0,0,0
528,0,1,1,2,3,6,0,0,1,1,1,"아침식사,가족외식,혼밥,캐주얼한,지역주민이 찾는,깔끔한,중년이상이많은,아담한,숨은맛집,무료주차,"
529,0,0,0,0,0,0,0,0,0,0,0,"전망이좋은,정원이나산책로가있는,연중무휴"
530,0,1,0,1,3,2,0,0,1,0,3,"가족외식,캐주얼한,무료주차,"
531,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,저녁에만영업하는"
532,1,11,4,7,12,19,0,0,12,0,4,"데이트,가족외식,회식,간식,캐주얼한,숨은맛집,지역주민이 찾는,주차불가,주차 어려움,"
533,0,0,0,0,0,0,0,0,0,0,0,"연중무휴,프라이빗룸이있는"
