id,resto_age,thumbnail,address,resto_name,sectors,location_x,location_y,phone_number,menu1,menu2,terrace,drinking,meal,lunch,dinner,cost_effective,classy,mood,noisy,quiet,real_local,etc
631,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220904090459_photo1_des3bFg9aT6J.jpg,서울특별시 서초구 강남대로93길 28 (잠원동)   ,의정부평양면옥 ,한식(면류),127.0189368,37.51294499,02-547-6947,냉면,비빔면,,,,,,,,,,,,
632,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220815114842106_photo_78878305444f.jpg,서울특별시 마포구 독막로15길 13-6 (상수동)   ,데코아발림 ,디저트/차/베이커리,126.9217724,37.54842312,02-335-1970,퐁당쇼콜라,딸기치즈타르트,,,,,,,,,,,,
633,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220813085004_photo1_LQF41ZxeRWaZ.jpg,서울특별시 용산구 회나무로 49 (이태원동)   ,비스떼까 ,이탈리아식,126.9920933,37.54007911,02-792-7746,런치코스,5만8천원),,,,,,,,,,,,"가족과외식하기좋은,결혼기념일에가면좋은,비즈니스다이닝에좋은,연인과같이가면좋은,프러포즈하기좋은,스타셰프가운영하는,인테리어가좋은,전망이좋은"
634,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220805101016176_photo_511a23d00ae4.jpg,서울특별시 용산구 이태원로27가길 10 (이태원동)   ,더방갈로 ,바/주점,not found,not found,02-793-2344,칵테일,그릴플래터,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는,연중무휴,저녁에만영업하는"
635,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220804084035347_photo_e0d9d8ea603d.jpg,서울특별시 강남구 삼성로85길 26 (대치동) V&S빌딩 2층  ,몰타참치 ,일식,127.0550385,37.50496719,02-508-7861,가마도로사시미,몰타정식,,,,,,,,,,,,"비즈니스다이닝에좋은,연인과같이가면좋은,프라이빗룸이있는"
636,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220801071451_photo1_57d1b24a423a.jpg,서울특별시 중구 을지로 30 (소공동) 롯데호텔서울 본관 37층  ,도림 ,중식,126.9810076,37.56534589,02-317-7101,런치코스,디너코스,,,,,,,,,,,,"결혼기념일에가면좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,스타셰프가운영하는,야경이좋은,인테리어가좋은,전망이좋은,호텔레스토랑,연중무휴,프라이빗룸이있는"
637,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220701084039_photo1_760b46c26ea7.jpg,서울특별시 송파구 양재대로71길 2-27 (방이동) 인택파크랜드 2층  ,미우미우 ,한식(육류),127.1269547,37.5113792,010-9427-2581,한우채끝등심,와규생갈비,,,,,,,,,,,,
638,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220529115358741_photo_81820dfbdeab.jpg,서울특별시 서초구 서초대로73길 12 (서초동) 세계빌딩 2층  ,딘타이펑(강남역점) ,중식,127.0257354,37.49855024,02-569-2778,덤플링,면류,,,,,,,,,,,,연중무휴
639,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220528041457271_photo_d05e684f1a83.jpg,서울특별시 종로구 돈화문로 72 (와룡동) 중앙빌딩  ,샤또쇼콜라(인사점) ,디저트/차/베이커리,126.9910385,37.57490186,02-742-3171,다크쇼콜라A,뉴월드,,,,,,,,,,,,테라스가있는
640,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220517041419_photo4_b8c9c72e4d1e.jpg,서울특별시 강남구 도산대로45길 7 (신사동) 에르메스도산파크 지하 1층  ,카페마당 ,디저트/차/베이커리,127.0353455,37.52278586,02-546-3643,음료,바나나크레페,,,,,,,,,,,,정원이나산책로가있는
641,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220426020311021_photo_ef6043178e50.jpg,서울특별시 강남구 선릉로152길 11 (청담동)   ,버터핑거팬케익스 ,기타,127.0404312,37.52429782,02-3448-1070 ,팬케이크,오믈렛팬케이크세트,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,새벽까지영업하는,아침을먹을수있는,연중무휴"
642,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220322111333721_photo_VEafuBttIPoZ.jpg,서울특별시 용산구 남산공원길 105 (용산동2가) 남산N서울타워 7층  ,엔그릴 ,프랑스식,126.9878678,37.55112257,02-3455-9297 ,런치코스,디너코스,,,,,,,,,,,,"결혼기념일에가면좋은,비즈니스다이닝에좋은,연인과같이가면좋은,프러포즈하기좋은,야경이좋은,전망이좋은,연중무휴,저녁에만영업하는"
643,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220302045526191_photo_ae8e9f9ecdc3.jpg,서울특별시 마포구 독막로 67-8 (상수동)   ,홍대삭 ,한식(일반한식),126.9209478,37.54822858,070-8950-1797,옛날떡볶이,찹쌀순대,,,,,,,,,,,,"새벽까지영업하는,연중무휴,저녁에만영업하는"
644,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220302044704312_photo_ae8e9f9ecdc3.jpg,서울특별시 중구 남대문로 52-5 (명동2가)   ,향미명동점 ,중식,126.981717,37.5621198,02-773-8835,우육면,돈가스탕면,,,,,,,,,,,,
645,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220302044704312_photo_ae8e9f9ecdc3.jpg,서울특별시 송파구 올림픽로 240 (잠실동) 롯데호텔월드 32층  ,도림(롯데호텔월드) ,중식,127.0981418,37.51130961,02-411-7800,점심코스,저녁코스,,,,,,,,,,,,"비즈니스다이닝에좋은,상견례에좋은,호텔레스토랑,연중무휴"
646,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20220208014332279_photo_2f50fd31593a.jpg,서울특별시 서초구 사평대로 205 (반포동) 센트럴시티 파미에스테이션 2층 204호  ,담장옆에국화꽃 ,디저트/차/베이커리,127.0078453,37.50449212,02-591-1157,밤대추팥빙수,녹차팥빙수,,,,,,,,,,,,
647,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20211225220243_photo1_0a7340ebbad0.jpg,서울특별시 서초구 서래로6길 17 (반포동) 오삼빌딩  ,레드브릭 ,이탈리아식,126.9993607,37.49786341,02-591-7878 ,피자,파스타,,,,,,,,,,,,"가족과외식하기좋은,소개팅하기좋은,연인과같이가면좋은"
648,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20211217084745_photo1_b2943ef9b91e.jpg,서울특별시 영등포구 국제금융로 112 (여의도동) 상아빌딩 1층  ,빠뜨릭스와플  ,디저트/차/베이커리,126.9339059,37.51839684,02-3775-0608,오리지널벨기에와플,아이스크림와플,,,,,,,,,,,,
649,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20211212093442_photo1_b4733a28d8cf.jpg,서울특별시 강남구 도산대로45길 10-4 (신사동) 삼경빌딩 1층  ,세시셀라 ,기타,127.0361656,37.5231606,02-3448-7100,와플,당근케이크,,,,,,,,,,,,"소개팅하기좋은,연인과같이가면좋은,브런치메뉴가있는,테라스가있는"
650,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20211208093712_photo1_75a3dbd08a69.jpg,서울특별시 종로구 삼청로 113-1 (삼청동)   ,소선재 ,한식(일반한식),126.9817902,37.58553784,02-730-7002 ,정식,소선재코스,,,,,,,,,,,,"가족과외식하기좋은,비즈니스다이닝에좋은,연인과같이가면좋은,외국인접대에좋은,프라이빗룸이있는"
651,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20210601032350_photo1_fbf3fa574b10.jpg,서울특별시 강남구 언주로150길 50 (논현동) 진명빌딩  ,청사포산꼼장어 ,한식(어패류),127.0382777,37.52196791,02-546-9996,산곰장어,아나고회,,,,,,,,,,,,"새벽까지영업하는,저녁에만영업하는"
652,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20210521091927_photo4_49cacd37483c.jpg,서울특별시 강남구 논현로 430 (역삼동) 아세아타워빌딩 지하1층  ,파크루안 ,중식,127.0383554,37.49900119,02-562-5565 ,삼선짜장면,왕갈비짬뽕,,,,,,,,,,,,"가족과외식하기좋은,비즈니스다이닝에좋은,상견례에좋은,인테리어가좋은,정원이나산책로가있는,테라스가있는,프라이빗룸이있는,스몰웨딩을할수있는"
653,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20210402080032_photo1_a555f5542224.jpg,서울특별시 강남구 영동대로137길 3 (청담동)   ,파파호 ,아시아식,127.0553419,37.52179383,02-517-6885,소고기쌀국수,분짜,,,,,,,,,,,,
654,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20201205072452_photo1_JNKBfw5EbtCx.jpg,서울특별시 영등포구 63로 50 (여의도동) 63한화생명빌딩 58층  ,터치더스카이 ,프랑스식,126.9399093,37.51966416,02-789-5761 ,런치,디너,,,,,,,,,,,,"결혼기념일에가면좋은,비즈니스다이닝에좋은,프러포즈하기좋은,야경이좋은,와인리스트가좋은,전망이좋은,아침을먹을수있는,프라이빗룸이있는"
655,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20201008104018_photo1_081a9d78284b.jpg,서울특별시 강남구 논현로175길 107 (신사동) 큐빅디자인빌딩 1층  ,채운 ,중식,127.0208017,37.52243855,02-516-8837 ,런치코스,2만5천원),,,,,,,,,,,,"가족과외식하기좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,인테리어가좋은,프라이빗룸이있는"
656,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20200705110425_photo1_4uBLESlq4QwF.jpg,서울특별시 강남구 압구정로28길 22-9 (신사동)   ,피터폴앤메리 ,디저트/차/베이커리,127.026777,37.52500809,02-547-2838,주류,미니마른안주,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는,음악감상을할수있는"
657,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20191130064137_photo1_49cacd37483c.jpg,서울특별시 종로구 종로 19 (종로1가) 르메이에르종로타운1  ,두르가 ,아시아식,126.9799237,37.57084449,02-733-4786,탄두리치킨,치킨마카니,,,,,,,,,,,,연중무휴
658,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20190608114030_photo9_4uBLESlq4QwF.jpg,서울특별시 강남구 논현로167길 13 (신사동) 일신빌딩 1층  ,포도식당 ,한식(육류),127.0270005,37.52443942,02-514-9252 ,돼지왕갈비,매운돼지왕갈비,,,,,,,,,,,,"가족과외식하기좋은,외국인접대에좋은,회식하기좋은"
659,2006,https://d12zq4w4guyljn.cloudfront.net/300_300_20190429_115541.jpg,서울특별시 서초구 남부순환로 2644 (양재동) 우신빌딩  ,우미각 ,한식(육류),127.0397752,37.48504466,02-2057-2333,생등심,육사시미,,,,,,,,,,,,
660,2006,https://d12zq4w4guyljn.cloudfront.net/20220724040248474_photo_wPum8leC5MTO.jpg,서울특별시 성동구 도선동 185-77,갈매기의꿈,한식,127.0330077,37.56359352,02-2281-1854,갈매기살500g,내장국밥,0,1,1,1,2,4,0,0,2,0,1,"캐주얼한,"
661,2006,https://d12zq4w4guyljn.cloudfront.net/20220709035303201_photo_zVUZAYkR72md.jpg,서울특별시 동대문구 제기동 470,청량리할머니냉면,냉면집,127.0436988,37.58226965,02-963-5362,냉면,냉면곱배기,0,0,2,22,12,41,0,0,10,0,5,"혼밥,데이트,간식,아침식사,가족외식,물 많이 마시고싶을때,회식,포장,매운맛으로불살라보고싶을때,기념일,지역주민이 찾는,캐주얼한,숨은맛집,시장통느낌,허름한,주차불가,개별룸,주차알아서눈치껏,무료주차,주말 무료주차,현장대기필요,"
662,2006,https://d12zq4w4guyljn.cloudfront.net/20220618041214532_photo_1b7807d55c84.jpg,서울특별시 마포구 신공덕동 167,진시황북어국,한식,126.9528698,37.54349458,02-703-5970,북어국,황태막국수,0,0,2,5,3,8,0,0,0,3,1,"아침식사,혼밥,가족외식,배달,깔끔한,캐주얼한,숨은맛집,아담한,무료주차,현장대기필요,"
663,2006,https://d12zq4w4guyljn.cloudfront.net/20210622062935_photo1_2eb198a766b2.jpg,서울특별시 강동구 길동 406-11,소문난토종순대국,한식,127.1424024,37.53536607,02-487-1889,순대국,모듬순대,0,4,1,4,4,7,0,0,2,0,2,"혼밥,아침식사,숨은맛집,주차불가,"
664,2006,https://d12zq4w4guyljn.cloudfront.net/20201223092723752_photo_b1bba8df524a.jpg,서울특별시 동작구 사당동 1033-24,미소네,기타,126.9801916,37.47933469,02-587-7191,전복,멍게,0,4,1,0,2,8,0,0,2,0,0,"접대,가족외식,데이트,숨은맛집,지역주민이 찾는,"
665,2005,,서울특별시 강남구 테헤란로 606 (대치동) 파크하얏트호텔 2층  ,코너스톤 ,기타,127.0642817,37.50873367,02-2016-1220,런치코스,디너코스,,,,,,,,,,,,"결혼기념일에가면좋은,비즈니스다이닝에좋은,연인과같이가면좋은,와인리스트가좋은,인테리어가좋은,전망이좋은,호텔레스토랑,아침을먹을수있는,연중무휴"
666,2005,,서울특별시 종로구 삼봉로 81 (수송동) 두산위브파빌리온 104호  ,커피친구 ,디저트/차/베이커리,126.9815063,37.57256394,02-725-0179,핸드드립커피,베리에이션커피,,,,,,,,,,,,
667,2005,,서울특별시 송파구 석촌호수로 234 (석촌동) 라품미빌딩  ,송파나루 ,한식(어패류),127.1027352,37.50764538,02-413-7080,은대구조림,갈치조림,,,,,,,,,,,,연중무휴
668,2005,,서울특별시 성북구 개운사길 18 (안암동5가)   ,무아국수집 ,한식(면류),127.0294635,37.58712925,02-927-7050,물국수,4천원),,,,,,,,,,,,새벽까지영업하는
669,2005,,서울특별시 성북구 성북로 154 (성북동)   ,국화정원 ,한식(일반한식),126.9927028,37.59456399,02-741-0021 ,한정식,5만9천원,,,,,,,,,,,,"가족과외식하기좋은,비즈니스다이닝에좋은,상견례에좋은,연인과같이가면좋은,외국인접대에좋은,정원이나산책로가있는,프라이빗룸이있는"
670,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220928021757_photo1_2483f18cd56e.jpg,서울특별시 중구 동호로12길 119 (신당동)   ,전주순대국 ,한식(탕/국/찌개/전골),127.0126259,37.56039315,02-2234-8829,순댓국,피순댓국,,,,,,,,,,,,저녁에만영업하는
671,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220926025815669_photo_996a5d68b162.jpg,서울특별시 용산구 녹사평대로40길 48 (이태원동) 1층  ,부다스벨리 ,아시아식,126.9883773,37.5343916,02-796-9330,치킨사테,솜땀,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,현지인셰프가있는,연중무휴"
672,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220925053838149_photo_c10fa390751e.jpg,서울특별시 서대문구 연희로15길 21 (연희동)   ,목란 ,중식,126.9304895,37.568388,02-732-0054,짜장면,짬뽕,,,,,,,,,,,,"가족과외식하기좋은,스타셰프가운영하는,프라이빗룸이있는"
673,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220921052713_photo1_v7ueN3fIzBzB.jpg,서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬엠파이어 2층  ,주빈커피 ,디저트/차/베이커리,126.9264067,37.52024054,02-782-7970,핸드드립커피,iced 6천3백원~7천5백원),,,,,,,,,,,,
674,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220910074929_photo1_3d18d74fd4b1.jpg,서울특별시 중구 정동길 12-6 (정동)   ,동아리 ,바/주점,126.9695168,37.56736577,02-773-1103 ,양념장어구이,특대 4만9천원),,,,,,,,,,,,술한잔하기좋은
675,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220827204641_photo1_e310af3365cc.jpg,서울특별시 관악구 청룡2길 19 (봉천동)   ,장군집 ,바/주점,126.9451152,37.48127888,02-882-0562 ,막걸리한상,소주한상,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는"
676,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220825120344846_photo_732800192596.jpg,서울특별시 중구 명동7길 13 (명동1가) 명동증권빌딩 2층  ,딘타이펑 ,중식,126.9839692,37.56435253,02-3789-2778,샤오룽바오,탄탄면,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,해외유명레스토랑"
677,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220809103545049_photo_4fceeae73135.jpg,서울특별시 중구 정동길 5 (정동)   ,정동국시 ,한식(면류),126.9699121,37.56786133,02-732-0114,정동칼국수,만둣국,,,,,,,,,,,,
678,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220802111628_photo1_9be63c30ea2d.jpg,서울특별시 서초구 남부순환로319길 14 (서초동) 가남빌딩  ,비노인빌라 ,바/주점,127.0116638,37.48084343,02-599-7020,파스타,피자,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,술한잔하기좋은,와인리스트가좋은,프라이빗룸이있는"
679,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220731113639_photo1_71e456e3394c.jpg,서울특별시 종로구 새문안로3길 30 (내수동) 대우복합빌딩 지하 104호  ,평안도만두집 ,한식(면류),126.9732814,37.57273715,02-723-6592 ,만둣국,접시만두,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,외국인접대에좋은"
680,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220710094403_photo1_e55fe9c410c3.jpg,서울특별시 마포구 동교로 145-1 (서교동) 학산빌딩  ,미카야 ,디저트/차/베이커리,126.9180481,37.55547108,02-3143-3579,레어치즈케이크,당큰케이크,,,,,,,,,,,,테라스가있는
681,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220702021325420_photo_6741b633355e.jpg,서울특별시 중구 남대문로 73 (남대문로2가) 롯데백화점 애비뉴엘 9층  ,타니넥스트도어 ,일식,126.9816381,37.56420461,02-2118-6100 ,세트메뉴,메로백된장구이,,,,,,,,,,,,"비즈니스다이닝에좋은,소개팅하기좋은,연인과같이가면좋은,인테리어가좋은,테라스가있는,백화점레스토랑"
682,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220611083341_photo1_b67390846121.jpg,서울특별시 강남구 도산대로45길 16-6 (신사동) 1층  ,그랑씨엘 ,기타,127.0358371,37.52338956,02-548-0283,파스타,리조토,,,,,,,,,,,,"소개팅하기좋은,연인과같이가면좋은,브런치메뉴가있는,테라스가있는"
683,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220604194223_photo1_75a3dbd08a69.jpg,서울특별시 종로구 경희궁길 39 (신문로2가)   ,커피스트 ,디저트/차/베이커리,126.9694204,37.57278901,02-725-5557 ,핸드드립커피,아메리카노,,,,,,,,,,,,테라스가있는
684,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220505114853609_photo_06ea7b426a63.jpg,서울특별시 종로구 자하문로16길 5-5 (효자동)   ,까델루뽀 ,이탈리아식,126.9713737,37.58179566,02-734-5233 ,런치코스,디너코스,,,,,,,,,,,,"가족과외식하기좋은,결혼기념일에가면좋은,비즈니스다이닝에좋은,소개팅하기좋은,연인과같이가면좋은,스타셰프가운영하는,정원이나산책로가있는"
685,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220403095203_photo1_VQqJSCTzFQ7q.jpg,서울특별시 강남구 선릉로161길 21-4 (신사동)   ,도수향 ,디저트/차/베이커리,127.0384714,37.52720457,02-540-2939,이북인절미,32개 4만2천원,,,,,,,,,,,,
686,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220302044704312_photo_ae8e9f9ecdc3.jpg,서울특별시 성북구 성북로 158 (성북동)   ,비양도 ,한식(어패류),126.9923062,37.59456397,02-741-1588 ,점심코스,5만8천원),,,,,,,,,,,,"비즈니스다이닝에좋은,테라스가있는,프라이빗룸이있는"
687,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20220302044704312_photo_ae8e9f9ecdc3.jpg,서울특별시 송파구 양재대로71길 1-4 (방이동)   ,봉피양(방이점) ,한식(면류),127.1262088,37.51001038,02-415-5527,돼지본갈비,한우석쇠불고기,,,,,,,,,,,,"가족과외식하기좋은,연인과같이가면좋은,외국인접대에좋은,연중무휴"
688,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20210410031154_photo1_94ecf3cdea70.jpg,서울특별시 서초구 서래로 26 (반포동)   ,시실리 ,디저트/차/베이커리,126.9985018,37.49733731,02-591-1929,커피,수제버거,,,,,,,,,,,,연중무휴
689,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20210214020444061_photo_c54bf6dd9936.jpg,서울특별시 종로구 윤보선길 65 (안국동)   ,마나님레시피 ,한식(면류),126.9830842,37.57883663,02-722-2337,홍실국수,뜨실국수,,,,,,,,,,,,연중무휴
690,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20210131051155_photo1_4df2aaea8a82.jpg,서울특별시 서초구 서운로 11 (서초동) 서초대우디오빌 1층  ,신가예촌 ,한식(어패류),127.0291128,37.48499461,02-525-0986,보리굴비한상차림,간장게장한상차림,,,,,,,,,,,,"가족과외식하기좋은,비즈니스다이닝에좋은,연인과같이가면좋은,프라이빗룸이있는"
691,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20201031031912_photo1_128bd3420a2c.jpg,서울특별시 용산구 이태원로 230-1 (한남동)   ,문타로 ,일식,126.9993524,37.53553869,02-796-7232,꼬치구이,꼬치세트,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는,연중무휴,저녁에만영업하는"
692,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20200911102125_photo1_FzYHfCybclvu.jpg,서울특별시 종로구 삼청로 130 (삼청동)   ,단풍나무집 ,한식(육류),126.9819941,37.58687603,02-730-7461 ,제주흑돼지오겹살,목살,,,,,,,,,,,,"연인과같이가면좋은,외국인접대에좋은,회식하기좋은,정원이나산책로가있는,연중무휴"
693,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_20190717124705368_photo_f614492f5f8b.jpg,서울특별시 노원구 동일로237다길 7 (상계동) 창일빌딩 1층  ,수락이오냉면 ,한식(면류),127.0525831,37.67391626,02-935-2515,물냉면,비빔냉면,,,,,,,,,,,,가족과외식하기좋은
694,2005,https://d12zq4w4guyljn.cloudfront.net/300_300_1555043561347.jpg,서울특별시 마포구 성미산로 197 (연남동)   ,송가 ,바/주점,126.9269983,37.56259222,02-338-6637 ,매운철판완자,삼겹살가지볶음,,,,,,,,,,,,"술한잔하기좋은,저녁에만영업하는"
695,2005,https://d12zq4w4guyljn.cloudfront.net/20220913200539_photo1_5f3a51b4b5f9.jpg,서울특별시 종로구 관수동 163,대련집,한식,126.9890652,37.56845589,02-2265-5349,사골칼국수,생배추보쌈(소),0,13,15,22,23,35,0,0,19,0,5,"회식,데이트,가족외식,혼밥,남자끼리,접대,아침식사,숨은맛집,캐주얼한,깔끔한,지역주민이 찾는,오래된집,토속적인,주차불가,개별룸,대형룸,무료주차,"
696,2005,https://d12zq4w4guyljn.cloudfront.net/20220827122255597_photo_1047a9ed98b3.jpg,서울특별시 광진구 자양동 221-1,오감만족,한식,127.0809185,37.53692041,02-455-4123,김치삼겹,떡갈비,1,3,0,0,1,4,0,0,1,0,1,"회식,숨은맛집,캐주얼한,"
697,2005,https://d12zq4w4guyljn.cloudfront.net/20220506230537_photo1_a5c7fcb0202f.jpg,서울특별시 노원구 공릉동 392-1,공릉우동집,한식,127.0754197,37.62644153,02-976-1199,김밥,짜장,0,0,0,3,1,3,0,0,0,1,0,"혼밥,가족외식,점심식사 가족외식,숨은맛집,주차불가,없으,"
698,2005,https://d12zq4w4guyljn.cloudfront.net/20220502085533857_photo_bd9ab61146f8.jpg,서울특별시 종로구 종로5가 265-8,명동닭한마리,한식,127.0058889,37.57035266,02-2266-8249,닭한마리,닭볶음탕,0,6,2,7,9,14,0,0,7,0,0,"가족외식,회식,데이트,실버푸드,접대,지역주민이 찾는,캐주얼한,무료주차,주차불가,"
699,2005,https://d12zq4w4guyljn.cloudfront.net/20220306104813_photo1_02d30f76e800.jpg,서울특별시 중랑구 면목동 91-65,찡어찡어,한식,127.0868572,37.59233744,02-493-9393,"산오징어회,튀김세트",먹물튀김,4,7,3,1,6,7,0,0,6,0,2,"데이트,회식,간식,오징어순대 맛집,오징어회,짬뽕,물회 맛집,기념일,튀김,가족외식,술집,지역주민이 찾는,숨은맛집,캐주얼한,배달,무료주차,"
700,2005,https://d12zq4w4guyljn.cloudfront.net/20210911023259576_photo_d1323278ecdb.jpg,서울특별시 송파구 삼전동 6-9,원광,한식,127.0900678,37.50521282,02-416-1518,꽃등심,육회,0,2,2,3,3,1,1,0,1,1,2,"회식,가족외식,혼밥,접대,숨은맛집,발렛주차,무료주차,"
701,2005,https://d12zq4w4guyljn.cloudfront.net/20210527030615_photo1_9eb56d0fe9dc.jpg,서울특별시 광진구 구의동 218-1,민속손국시,분식,127.0931902,37.53934649,02-444-7833,열무 냉국수,민속국시,0,0,2,6,3,15,0,0,1,0,2,"가족외식,혼밥,아침식사,데이트,지역주민이 찾는,숨은맛집,깔끔한,캐주얼한,무료주차,"
702,2004,,서울특별시 종로구 인사동10길 13 (관훈동)   ,한과채 ,기타,126.9857216,37.57434335,02-720-2802,뷔페,,,,,,,,,,,,,"점심뷔페를하는,채식주의메뉴가있는"
703,2004,,서울특별시 강남구 테헤란로20길 15 (역삼동) 메이플라워멤버스빌 1층  ,텀블러비어 ,바/주점,127.0347598,37.4987466,02-538-6665,독일식치킨,모둠소시지,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는"
704,2004,,서울특별시 강남구 도산대로53길 14 (신사동) 지하 1층  ,전자신발 ,바/주점,127.0385739,37.5240649,02-3442-4847,주류,,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는,음악감상을할수있는"
705,2004,,서울특별시 금천구 가산디지털1로 168 (가산동) 우림라이온스밸리 A동 2층  ,삼팔교자관 ,중식,126.8826362,37.47996643,02-856-3868,짜장면,볶음밥,,,,,,,,,,,,회식하기좋은
706,2004,,서울특별시 서초구 서래로10길 9 (반포동) 서래빌딩 1층  ,맘마키키 ,바/주점,126.9988763,37.49953865,02-537-7912,와사비소스삼겹살,모둠치즈,,,,,,,,,,,,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
707,2004,,서울특별시 종로구 종로 208 (종로5가) 일흥빌딩 104호  ,광장맷돌집  ,한식(일반한식),127.0008429,37.57068482,02-2274-0866,모둠전,중 1만5천원,,,,,,,,,,,,연중무휴
708,2004,https://d12zq4w4guyljn.cloudfront.net/300_300_20220919083130_photo1_GaTseRUlx8O6.jpg,서울특별시 서대문구 연세로4길 38 (창천동)   ,클로리스 ,디저트/차/베이커리,126.9387709,37.55775083,02-392-7523,홍차,허브차,,,,,,,,,,,,"브런치메뉴가있는,테라스가있는,연중무휴"
709,2004,https://d12zq4w4guyljn.cloudfront.net/300_300_20220914120840562_photo_f36ee5025da3.jpg,서울특별시 마포구 독막로19길 43 (상수동)   ,하카다분코 ,일식,126.9237747,37.54891709,02-338-5536,인라멘,청라멘,,,,,,,,,,,,새벽까지영업하는
710,2004,https://d12zq4w4guyljn.cloudfront.net/300_300_20220904073643234_photo_21d7ffa5d1a1.jpg,서울특별시 서초구 반포대로8길 5-6 (서초동) 조강빌딩  ,봉산옥 ,한식(면류),127.0124534,37.48338221,02-525-2282,봉산만둣국,김치말이국수,,,,,,,,,,,,가족과외식하기좋은
711,2004,https://d12zq4w4guyljn.cloudfront.net/300_300_20220825022317171_photo_.jpg,서울특별시 마포구 와우산로32길 41 (동교동)   ,오시리야 ,일식,126.9325095,37.55486161,02-332-5792,모둠꼬치구이,꼬치,,,,,,,,,,,,"새벽까지영업하는,연중무휴,저녁에만영업하는"
